sentence,label_name
"the whole affair , true story or not , feels incredibly hokey ... ( it ) comes off like a hallmark commercial . ",negative
"an undeniably gorgeous , terminally smitten document of a troubadour , his acolytes , and the triumph of his band . ",positive
love song ,positive
by forming a chain of relationships that come full circle to end on a positive ( if tragic ) note ,positive
seems to have recharged him . ,positive
frequently misses the mark ,negative
to scoring high for originality of plot ,positive
interesting social ,positive
a marvelous performance by allison lohman ,positive
"the jokes are flat , and the action looks fake . ",negative
"the year 's greatest adventure , and jackson 's limited but enthusiastic adaptation has made literature literal without killing its soul -- a feat any thinking person is bound to appreciate ",positive
is ingenious fun ,positive
"which presses familiar herzog tropes into the service of a limpid and conventional historical fiction , when really what we demand of the director ",negative
"the film does n't sustain its initial promise with a jarring , new-agey tone creeping into the second half ",negative
's what makes it worth a recommendation ,positive
the gentle and humane side ,positive
cutes ,positive
have put together a bold biographical fantasia . ,positive
never again is a welcome and heartwarming addition to the romantic comedy genre . ,positive
inspiration ,positive
well-structured ,positive
"hypnotically dull , ",negative
an eventual cult classic ,positive
vulgarity ,negative
"a visionary marvel , ",positive
"a historically significant , and personal , episode ",positive
engaging as it is revealing ,positive
( the film 's ) taste for `` shock humor '' will wear thin on all but ,negative
barely register ,negative
worth a look ,positive
had no effect and ,negative
like peace ,positive
", this is a movie that tells stories that work -- is charming , is moving ",positive
of his character ,positive
a zinger-filled crowd-pleaser that open-minded elvis fans ,positive
"this flick is fun , and host to some truly excellent sequences . ",positive
drunken ,negative
becomes a chore to sit through -- despite some first-rate performances by its lead ,negative
inept and ,negative
uniformly good ,positive
not-very-funny ,negative
there is a certain sense of experimentation and improvisation to this film that may not always work ,negative
mostly magnificent directorial career ,positive
the thought of watching this film with an audience full of teenagers fixating on its body humor and reinforcement of stereotypes ( of which they 'll get plenty ) fills me with revulsion . ,negative
uncomfortably strained ,negative
is impressive for the sights and sounds of the wondrous beats the world has to offer ,positive
sexiness ,positive
find comfort in familiarity ,positive
"it 's packed with adventure and a worthwhile environmental message , so it 's great for the kids ",positive
amy and matthew have a bit of a phony relationship ,negative
distasteful and downright creepy ,negative
is a real charmer ,positive
is the distinct and very welcome sense of watching intelligent people making a movie ,positive
the storyline and its underlying themes ... finally seem so impersonal or even shallow ,negative
a corny examination ,negative
flinching ,negative
"somewhere inside the mess that is world traveler , there is a mediocre movie trying to get out . ",negative
makes the grade as tawdry trash . ,negative
"to consider the unthinkable , the unacceptable , the unmentionable ",negative
waterlogged script ,negative
that 's hardly any fun to watch ,negative
"lacks the spirit of the previous two , and makes all those jokes about hos and even more unmentionable subjects seem like mere splashing around in the muck ",negative
"brings a youthful , out-to-change-the-world aggressiveness ",positive
"a shame that stealing harvard is too busy getting in its own way to be anything but frustrating , boring , and forgettable . ",negative
its moment of most convincing emotional gravity from a scene where santa gives gifts to grownups ,positive
berling and béart ... continue to impress ,positive
listless and ,negative
'' is a big time stinker . ,negative
ii experience ,negative
"its subject matter is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama . ' ",negative
found his groove these days ,positive
and suspenseful argentinian thriller ,positive
how admirably ,positive
reduces wertmuller 's social mores and politics to tiresome jargon ,negative
a poor fit with kieslowski 's lyrical pessimism ,negative
terminally bland ,negative
advised to sit near the back and squint to avoid noticing some truly egregious lip-non-synching ,negative
