Aspect Category,News Headlines
Politics,هن چيو ته صدر عارف علوي اسٽيلبشمينٽ ۽ اسان جي وچ ۾ ڪنهن به قسم جو ڪردار ادا نه پيو ڪري، مون شاهه محمود قريشي ۽ پرويز الاهي کي ٻين پارٽين سان رابطا بحال ڪرڻ جو ٽاسڪ ڏئي ڇڏيو آهي، پارٽي جي ڪنهن به ميمبر تي ٻين جماعتن ۽ سياسي شخصيتن سان ملڻ تي ڪا پابندي ناهي
Politics,ان موقعي تي مولانا عبدالقادر جمالي، ڊاڪٽر پرتاب را ميگھواڙ، ليکڪ لياقت جوڻيجو، ارباب نيڪ محمد، محمد قاسم راھمون، منظور ڪنڀر ۽ ٻين پڻ خطاب ڪيو.
Crime,ڪيس جي ڪارروائي دوران ڊيميئن جانسن پهريان الزام کي تسليم ڪيو پر هن جان وين جا بينڪ ڪارڊ استمال ڪرڻ سوڌو فراڊ جي ٻين الزامن جي تردي ڪئي.
Crime,وفاقي جاچ اداري جي رپورٽ موجب عمران خان جو چيف سيڪيورٽي آفيسر افتخار رسول گهمڻ پنهنجي ٻن ساٿين عاصم حسين ۽ قيصر مشتاق سان گڏجي مني لانڊرنگ ڪندو رهيو.
Crime,ڪراچي: نينگر کي مئل حالت ۾ اسپتال ڇڏي ويندڙ عورت پٽ سوڌو گرفتار
Politics,عمران خان پارٽي ڪارڪنن کي جيل ڀرڻ جو چئي پاڻ ڪوئي وانگر ٻِر ۾ لڪيو ويٺو آهي: خواجا آصف
Sports,ڀارتي ڪرڪيٽر مرلي وجي حيران ڪندڙ فيصلو ڪري ڇڏيو
Crime,ملوث جوابدارن خلاف ڪيس داخل ڪري ڪارروائي جي هدايت ڪئي آهي.
Sports,واضح رهي ته پاڪستان آخري ڀيرو 2011ع ۾ نيوزيلينڊ کي ون ڊي سيريز ۾ شڪست ڏني هئي.
Crime,ٽنڊو جان محمد: ٽنڊو جان محمد جي وارڊ نمبر 5 گلن ڪالوني مان ڏيڍ مھينو اڳ اٺين ڪلاس ۾ پڙھندڙ شاگردياڻي ملائيڪا مغل جي مبينا طور گھران نڪرڻ بعد سندس والد شفيق مغل مھيني بعد ٽنڊو جان محمد ٿاڻي تي ڪيس داخل ڪرايو، جنهن ۾ هن موقف اختيار ڪيو ته ڌي ملائيڪا مغل کي سندس ڀائيٽو سھيل مغل هٿيارن جي زور تي ساٿين سان گڏ ڪار ۾ اغوا ڪري ويو آهي
Politics,فيصلي تي ردعمل ڏيندي اڳوڻي صدر ڊونلڊ ٽرمپ ڪيس کي وچ هنٽ قرار ڏنو ۽ چيو ته هو ان عورت کي سڃاڻي ئي نٿو.
Crime,ڪراچي ۾ افغاني وڏي پول تي چڙهي ويو !
Politics,ملڪ بچايو ، چونڊون وساريو، حڪومت ۽ اسٽيبلشمينٽ ۾ اتفاق
Crime,نصرپور شھر ۾ ڪاشيگر پاڙي جي 25 سالن جي رھواسي جمعون ولد ميوو ڀيل مبينا طور پنھنجو پاڻ تي پستول جو فائر ڪري خودڪشي ڪري ڇڏي
Politics,شهبازشريف چيو ته آئين کي 50 سال گذري ويا، جنهن تي هو قوم کي واڌايون ڏي ٿو، آئين تي شهيد ذوالفقار علي ڀٽو ۽ سياسي اڳواڻن جون ڪوششون آهن، ذاتي پسند ۽ ناپسند هڪ پاسي رکي آئين ٺاهيون ويو.
Politics,جيڪا هاڻي ختم ڪئي وئي آهي ۽ پرڏيهي سياحن لاءِ ويزا بحال ڪيا ويا آهن.
Politics,گهرو وزير رانا ثناءُ الله چيو آهي ته ملڪ ۾ ضمانتن جي جمع بازار لڳل آهي،
Politics,رانديڪا ۾ سڀ رانديڪا کپي وڃن ٿا سوا سياستدان جي.
Politics,اتر ڪوريا جي هڪ سئو اسي ويڙهاڪ جهازن جو ڏکڻ ڪوريا ۾ ڏهڪاءُ
Crime,ڪوٽڙي ۾ ٻن گروپن ۾ جهيڙو، 2 ڄڻا مارجي ويا، 3 زخمي.
Crime,ڪنري لڳ جوان مزدور جو ڦاهو کاڌل لاش مليو
Politics,پي ٽي آءِ جو خودمختيار ڪراچي وارو نعرو، ڪراچي کي ڌار ڪرڻ جي ڪوشش؟
Crime,پي ايس ايل لاءِ لڳايل سي سي ٽي وي ڪيمراز جون بيٽيون ۽ تارون چوري
Politics,اڳوڻي صدر آصف علي زرداري حڪومت کي مخالف ڌر سان ڳالهيون شروع ڪرڻ جو مشورو ڏيندي چيو آهي ته وزيراعظم شهباز شريف کي درخواست ڪندس ته اپوزيشن سان ڳالهيون ڪري پر پهرين اپوزيشن کي وزيراعظم وٽ اچڻو پوندو پر ڳالهين ۾ اچڻ کان اڳ ڪي به شرط نه رکيا وڃن. پاڪستان جي آئين جي گولڊن جوبلي جي حوالي سان قومي اسيمبلي جي خاص اجلاس ۾ خيالن جو اظهار ڪندي پ پ جي شريڪ چيئرمين آصف علي زرداري چيو ته اهو پهريون ڀيرو ناهي ٿيو ته ڪورٽ نوٽيس موڪليو آهي، منهنجي خلاف سوموٽو نوٽيس ٿيا، مون ڏٺا آهن، اسان خلاف اڳ به انٽريون ٿينديون رهيون آهن، منهنجي ڀيڻ کي رات جو ٻارهين وڳي اسپتال مان کڻي جيل ۾ وڌو ويو، ان وقت ڪنهن سوموٽو نه ورتو
Sports,هڪ ميچ هارائڻ بعد کيس ڪپتاني تان هٽايو ويو ۽ وري ٽيم مان به ڊارپ ڪيو ويو اِها زيادتي ۽ ناانصافي ناهي تي ٻيو ڇاهي.
Sports,ميڊيا سان ڳالهائيندي نجم سيٺي تي تنقيد ڪئي ۽ چيو تھ هن اهڙو ڪوچ واپس آندو آهي، جنهن کي ڪائونٽي ۽ پاڪستان ڪرڪيٽ ۾ فرق جي بھ سبر ناهي.
Politics,ذريعن جو چوڻ آهي ته جسٽس فائز عيسيٰ گولڊن جوبلي ڪنوينشن ۾ پاڪستان جي آئين جي بالادستي تي به خيالن جي ڏي وٺ ڪئي.
Crime,ٽانڪ ۾ پوليس ٿاڻي تي دهشتگردن جو حملو ناڪام
Crime,باس طرفان هراسان ٿيندڙ پاڪستاني ڇوڪري کي عدالت ۾ ڪيس کٽڻ باوجود ڪجهه پلئه نه پيو!
Sports,لاهور ( ويب ڊيسڪ ) ايشيا ڪپ نه ٿيڻ تي پي سي بي پلان بي تي غور شروع ڪري ڇڏيو.
Politics,اسلام آباد : نور مقدم ڪيس جي مُک ڏوهاري ظاهر جعفر موت جي سزا خلاف سُپريم ڪورٽ ۾ اپيل داخل ڪري ڇڏي.
Politics,تحريڪ انصاف جي مينار پاڪستان جلسي سبب لاهور جي گريٽر اقبال پارڪ کي گهٽ ۾ گهٽ 80 لک رپين جو نقصان ٿيو آهي.
Crime,رتوديرو ۾ ٻن گروپن ۾ جهيڙو، هڪ ڄڻو مارجي ويو.
Politics,سنڌ جي جيلن ۾ 3 منفرد ڪاغذي جيلن جو انڪشاف ٿيو آهي، جڏهن ته گرائونڊ تي ڪو به قيدي يا انتظام ناهي
Crime,ڪنڌڪوٽ ۾ اغوا ٿيل عورت جي بازيابي لاءِ احتجاج ڪندڙن تي ڪيس داخل.
Politics,وفاقي وزير چيو ته هو ان فيصلي تي عمل ٿيڻ نه ڏيندا، وزيراعظم توهان کي اڪيلو نه ڇڏيندو ۽ نه ئي آئين ۽ پارليامينٽ کي اڪيلو ڇڏيندو.
Crime,نئون ديرو ۾ نالي مان ٻارڙي جو لاش هٿ.
Sports,فاسٽ بالر شاهنواز ڏاهاڻي بابت وڏي خبر اچي وئي
Politics,ڪراچي: سنڌ جي اطلاعات واري صوبائي وزير شرجيل انعام ميمڻ چيو آهي ته سپريم ڪورٽ جي ٻن نه پر چئن جج صاحبن اعتراض ڪيو آهي ته ان معاملي تي پاڻمرادو نوٽيس بڻجي ئي نه ٿو
Politics,اجلاس بابت جاري ڪيل پڌرائي ۾ چيو ويو ته هڪ ئي ڏينهن اليڪشن نه ڪرائڻ ملڪ کي تباهي آڻيندڙ سياسي بحران ۾ مبتلا ڪري ڇڏيندو، اها صورتحال ملڪ جي معاشي مفادن تي آپگهاتي حملي برابر هوندو، اتحادي پارٽين جو مطالبو آهي ته 4 رڪني اڪثريتي فيصلي کي مڃي هاڻوڪي عدالتي ڪارروائي ختم ڪئي وڃي
Politics,تحريڪ انصاف اڳواڻ جي آزادي کانپوءِ راڄڌاني جي پوليس کيس ٻيهر گرفتار ڪرڻ جي ڪوشش ڪئي
Crime,بڪيراشريف/ شيخ ڀرڪيو: بڪيرا شريف ۾ روڊ حادثي ۾ زخمي ٿيل نوجوان تي مبينا حملو ڪيو ويو، جنهن سبب نوجوان دم ڏنو، پوليس 13 ماڻهن خلاف قتل ڪيس داخل ڪري ڇڏيو.
Crime,ميرپور ماٿيلو ۾ فائرنگ، هڪ ڄڻو مارجي ويو.
Politics,حلف کڻندڙن کي ھاڻ پنھنجي پنھنجي علائقن ۾ موجود مسئلن جي نشاندھي ڪري اھي مسئلا ترجيحي بنيادن تي حل ڪرڻ گھرجن ۽ حڪومت طرفان ملندڙ فنڊن کي شفافيت سان خرچ ڪرڻ گھرجي
Politics,حقيقي آزادي جو جنازو اڄ رات مينار پاڪستان تي پڙهيو ويندو: مريم اورنگزيب
Sports,پاڪستان في الحال آسٽريليا ۽ ڀارت خلاف ڊيسيمل پوائنٽن تي اڳتي آهي، جيڪڏهن پاڪستان پنجين ميچ به کٽي ٿو ته ان جي سرسي واضح ٿي ويندي پر مئي جي وچ ۾ ون ڊي رينڪنگ جي سالياني اپ ڊيٽ کانپوءِ رينڪنگ ۾ تبديلي ٿي سگهي ٿي.
Crime,شروعاتي طور تي چيو ويو هو ته حملو ڪندڙ جو امڪاني طور تي هڪ ٻيو ساٿي به موجود آهي جنهن جي ڳولا جاري آهي پر پوءِ تصديق ڪئي وئي ته حملو ڪندڙ اڪيلو هو.
Sports,بنگلاديش جي انڊر 19 ۽ پاڪستان جي انڊر 19 ٽيمن ۾ چئن ڏينهن واري ميچ جاري آهي، پهرين ڏينهن بنگلاديش جي ٽيم 149 رنسن تي آئوٽ ٿي وئي آهي، جنهن ۾ پائيويز رحمان 56 ۽ شاريئر ثاقب 48 رنسن سان نمايان رهيا.
Sports,اي سي بي اجلاس ۾ پيش ڪيل رپورٽ تحت 13 ملين ماڻهن پاڻ کي ڪرڪيٽ جو شوقين قرار ڏنو آهي.
Politics,هي روس ڏانهن نه ويندا ته ڇا روس پاڻ پيٽرول گهر ڇڏڻ ايندو؟
Sports,افغانستان خلاف سيريز لاءِ پليئنگ اليون جو اعلان، 4 رانديگرن جي ڊيبو
Crime,نوري آباد پوليس 12 ڏينهن اڳ ٿيل قتل ۾ ملوث جوابدار کي گرفتار ڪري ورتو.
Sports,رپورٽ ۾ چيو ويو آهي تھ سرجري سبب ٽائيگر ووڊ وڏي عرصي تائين گالف کيڏڻ کان محروم ٿي سگهي ٿو، وڌيڪ سندس معالج ئي معاملو واضع ڪندا.
Crime,عوامي ڪالوني ٿاڻي ۾ هڪ شخص سول ڊريس ۾ ٽڪ ٽاڪ ٺاهي سرڪاري هٿيارن سان ايس ايڇ او آفيس ۾ پهتا.
Politics,ڪراچي: مڪاني چونڊن کان اڳ ايڊمنسٽريٽرز جي تبديلي وارو معاملو
Politics,بائيڊن اوچتو ڪيف پهچي ويو، پيوٽن يوڪرين تي حملو ڪري غلطي ڪئي: آمريڪي صدر
Politics,لاهور ها ڪورٽ شاهه محمود قريشي، اسد عمر ۽ تحريڪ انصاف جي ٻين نظربند ڪيل اڳواڻن کي آزاد ڪرڻ جو حڪم ڏئي ڇڏيو آهي.
Crime,گهوٽڪي: قادرپور شهر لڳ آندل سندراڻي ٿاڻي جي پوليس چوڪي تي ڏينهن ڏٺي جو ڌاڙيلن جو حملو، هڪ اهلڪار شهيد ۽ 2 زخمي. خبر موجب گهوٽڪي جي قادرپور واري علائقي ڀرسان ڀرسان آندل سندراڻي ٿاڻي جي حد صادق لکڻ پوليس چوڪي تي ڏينهن ڏٺي جو ڌاڙيلن جديد هٿيارن سان انڌاڌنڌ فائرنگ ڪري ڏني، جنهن جي نتيجي ۾ گوليون لڳڻ ڪري پوليس اهلڪار خالد حسين ميمڻ ٿڏي تي ئي شهيد ٿي ويو.
Crime,ترڪيه ۽ شام ۾ زلزلي جي تباهي، فوتين جو انگ 23 سئو کان ٽپي ويو، هزارين مرڻينگ، ڪيئي گم
Politics,الڪيشن ڪميشن جو سڀاڻي ئي مڪاني چونڊون ڪرائڻ جو فيصلو، سنڌ سرڪار جو ردعل اچي ويو
Sports,ايشز سيريز لاءِ اعلانيل اسڪواڊ ۾ بين اسٽوڪس( ڪپتان ) جيمز اينڊرسن، جوني بيئرسٽو، اسٽورٽ براڊ، هيري بيروڪ، زيڪ ڪرولي شامل آهين.
Politics,پرڏيهي ميڊيا رپورٽن موجب عام آدمي پارٽي جي اميدوار شيلي اوبراءِ بنا مقابلي ۽ يڪرا طور ميونسپل ڪارپوريشن دهلي جي ميئر چونڊجي وئي.
Crime,عدالت جوابدار ما ۽ پٽ کي عورت جي وارثن کي 43 لک 18 ھزار 500 رپيا ادا ڪرڻ جو پڻ حڪم ڏنو ويو، عدالتي فيصلي بعد ما پٽ کي جيل منتقل ڪيو ويو.
Crime,عبوري حڪم يوٽيوب عادل فاروق راجا پاران سوشل ميڊيا نيٽ ورڪنگ ويب سائيٽس تي سندس ۽ ٽن ٻين اداڪارن جي خلاف ”توهين آميز، بدنامي، بدنيتي، اشتعال انگيز، خطرناڪ ۽ سنسني خیز الزامن“ خلاف خان پاران داخل ڪيل درخواست تي آيو.
Politics,قانون اوري وزارت کي به هدايت ڪئي وئي آهي ته ان جو خاتمو ڪيو وڃي ته اڳتي ڪير آئين شڪني جي جرئت نه ڪري سگهي.
Politics,وزيراعظم چيو ته 9 مئي کي ڪاري ڏينهن طور ياد رکيو ويندو، فوجي ۽ سرڪاري هنڌن تي حملا ڪندڙ ڪنهن رعايت جا مستحق نه آهن.
Politics,عمران جي جيل ڀريو تحريڪ شروع ٿيڻ کان اڳ ئي ناڪام ٿي وئي: راڻا ثناءُ الله
Politics,برطانوي وزيراعظم عمران خان جي گرفتاري کي پاڪستان جو اندروني معاملو قرار ڏنو آهي
Sports,” ڪرڪيٽ ۾ آئي جمعو جمعو اٺ ڏينهن ٿيا اٿن هاڻي اسان کي اکيون ڏيکاري رهيا آهن“
Crime,ايف آءِ آر ڪياماڙي جي سائيٽ ايريا ٿاڻي تي سرڪار جي فرياد تي داخل ڪيو ويو،
Politics,اسلام آباد :جمعيت علماءِ اسلام (ف) جي امير مولانا فضل الرحمان چيو آهي ته ثاقب نثار ۽ فيض حميد هن وقت به عمران خان لا لابنگ ڪري رهيا آهن.
Sports,نيوزيلينڊ جي ٽيم پاڪستان لاءِ رواني، ورلڊ ڪلاس سيڪيورٽي جو اعلان
Crime,اطلاع بعد ڇاڇرو پوليس واقعي واري هنڌ پهچي لاش کڻائي سول اسپتال منتقل ڪيو، جتان ضروري ڪاررائي بعد لاش وارثن حوالي ڪيو ويو.
Politics,ڀارتي اليڪشن ڪميشن جي انگن اکرن موجب ھن وقت تائين ووٽن جي ڳڻپ تحت ڪانگريس پارٽي ڪرناٽڪ ۾ 130 سيٽس کٽي چڪي آھي،
Crime,فيض گنج مان 2 عورتن کي غيرت جي نالي تي اغوا ڪيو ويو.
Politics,” يوڪرين اچي ڏس ته روس ڪهڙو حشر ڪيو آهي“ صدر زيلنسڪي مسڪ جا ڌاڻا ڪڍي ڇڏيا
Politics,پ پ سنڌ ۾ روڊن جا ڄار وڇايا آهن ۽ ٻين صوبن جي ڀيٽ ۾ سنڌ ۾ روڊن جو بهترين نيٽ ورڪ آهي، جنهن جي ڪري گذريل برساتن ۾ امدادي ڪمن ۾ اسان کي ڪا به تڪليف نه ٿي.
Crime,مسافر بس ۽ بڪتربند گاڏي ۾ ٽڪر، ويهه ڄڻا اجل جو شڪار، ڪيترائي زخمي
Politics,قصور ۾ جلسي کي خطاب ڪندي هن چيو ته عمران خان اهو ماڻهو آهي جنهن پهرين پنهنجي پاڻ کي ٻوڙيو ۽ پو پنهنجي سهولتڪار کي به ٻوڙيندو آهي، چونڊون ٿينديون ۽ ضرور ٿينديون پر اليڪشن کان پهرين سليڪشن جو فيصلو ٿيندو، ٻڌايو وڃي ته پنجاب اسيمبلي ڇو ٽوڙي وئي؟
