Aspect Category,News Headlines
Crime,مڌيا پرديش جي اندور ۾ پهريون ڀيرو هڪ ناري کي پوسڪو ايڪٽ تحت سزا ٻڌائي وئي، خاص عدالت هن ڪيس ۾ جوابدار عورت کي 10 سال قيد ۽ 3 هزار رپيا ڏنڊ جيسزا ٻڌائي
Crime,همراهه تي سِرڻ جو حملو، مٿي ۾ سوراخ ڪري ڇڏيائينس
Sports,آءِ سي سي طرفان جاري ڪيل رينڪنگ ۾ قومي ڪرڪيٽ ٽيم جا بيٽر محمد رضوان ۽ ڪپتان بابر اعظم ترتيبوار ٻئين ۽ ٽئين نمبر تي موجود آهن، جڏهن ته ٻنهي پوائنٽن ۾ وڌيڪ بهتري آئي آهي.
Politics,دادلي لاءِ ڌار ۽ ٻين لاءِ ڌار قانون آهي ملڪ ۾ ٻٽو نظام آخر ڪيستائين هلندو رهندو ؟
Crime,پوليس مختلف جاين تي ڇاپا ھڻي مک جوابدار کي گرفتار ڪري لاڪپ ڪري ڇڏيو آھي.
Politics,عدالت ڌرين جا دليل ٻڌڻ کانپوءِ شيخ رشيد جي ضمانت جي درخواست تي فيصلو محفوظ ڪري ورتو، جيڪو ٿوري دير کانپوءِ ٻڌائيندي عدالت عوامي مسلم ليگ جي سربراهه شيخ رشيد جي پنجاهه هزار رُپين جي مچلڪن عيوض ضمانت منطور ڪندي کيس آزاد ڪرڻ جو حڪم ڏنو.
Sports,گذريل ڏينهن نيوزيلينڊ خلاف پنجين ون ڊي ميچ کان اڳ امام الحق ٻٽي معنيٰ واري ٽوئيٽ ڪئي هئي جنهن بعد ٽوئيٽر تي هڪ نئون بحث ڇڙي ويوهو.
Politics,چين ۽ جرمني يوڪرين جنگ ۾ جوهري هٿيارن جي استعمال جي مخالفت ڪري ڇڏيو
Sports,” طوفان کان پهرين سڪون“ شاهين جي مداحن لاءِ اهم خبر
Crime,ان موقعي تي ايس ايس تنوير تنيو ڳالهائيندي چيو ته گهوٽڪي ضلعي ۾ امن امان جي صورتحال کي برقرار رکڻ لا پوليس جا جوان جانين جو نذرانو ڏئي رهيا آهن، پوليس جي جوانن جا حوصلا بلند آهن ته ڌاڙيلن کي پنهنجي منطقي انجام تائين پهچائيندا سين.
Politics,سنڌ جي گورنر ڪامران خان ٽيسوري سنڌ جي وڏي وزير سيد مراد علي شاهه کي گوٿن کي ريگيولر ڪرڻ واري معاملي تي خط لکي ڇڏيو آهي.
Sports,پري ميچ کان اڳ پريس ڪانفرنس ڪندي پاڪستان جي اوپننگ بيٽسمين امام الحق چيو ته نيوزيلينڊ خلاف 5 ون ڊي ميچن جي سيريز ورلڊ ڪپ کي نظر ۾ رکندي تمام اهم آهي.
Crime,پوليس جوابدار عورت کي گرفتار ڪري هٿيار هٿ ڪري ورتو آهي.
Crime,ڀارت ۾ چوري جي هڪ انوکي واردات سامهون آئي آهي، جتي چور سرنگهه کوٽي ريل جي سڄي انجڻ چورائي ويا.
Politics,ان حوالي سان جاويد ناياب لغاري چيو آهي ته پ پ آزاد صحافت ۽ اظهار جي آزادي تي يقين رکي ٿي، پارٽي جي نظرياتي لائين کان ٻاهر ڪم ڪندڙ عهديدارن خلاف ڪارروائي ڪنداسين، جوڙيل ڪميٽي کي ٽن اندر رپورٽ پيش ڪرڻ لاءِ پابند بڻايو ويو آهي.
Politics,وزيراعظم محمد شهاز شريف جي صدارت هيٺ لاهور ۾ جاري عوامي سهولتن جي ترقياتي ڪمن ۽ ٻين منصوبن جي حوالي سان اعلي سطح جو اجلاس منعقد ٿيو،
Crime,ڌاڙيلن پاران 4 ورهين جي ٻارڙي کي اغوا ڪرڻ جي ڪوشش، شهرين جوابدار کي پڪڙي پوليس حوالي ڪري ڇڏيو.
Politics,جسٽس اطهر من الله جي فيصلي بعد اڪثريتي ججن جو فيصلو ٻڌائي ڇڏيو، درخواست اڳ ئي چار ٽن جو فيصلو ٻڌائيندي رد ٿي چڪي آهي.
Sports,لنڊن ميراٿون ريس ڪينيا جي ڪيلون ڪيپٽم پنهنجي نالي ڪري ورتي
Crime,چوٽي ياريون ويجهو پوليس مقابلو، هڪ ڏوهاري زخمي حالت ۾ گرفتار.
Crime,لاڙڪاڻي ۾ پوليس مقابلو، هڪ پوليس اهلڪار زخمي، جوابدار فرار.
Sports,جڏهن تھ ٻئي مقابلي ۾ گريگور دميتروف پنهنجي ميچ ۾ آمريڪي رانديگر بين شيلٽن کي شڪست ڏئي ٻئي رائونڊ ۾ جڳهه ٺاهي ورتي آهي.
Sports,پاڪستان طرفان بائيڪاٽ جي ڌمڪي ڀارت کي بيڪ فٽ تي وٺي آھي، ڀارت ايشيا ڪپ جي ھائبرڊ ماڊل تي راضپو ظاھر ڪري ڇڏيو، ٻيون ٽيمون پاڪستان اينديون، جڏھن تھ ڀارتي ٽيم پنھنجون مئچون ڪنھن ٻئي ملڪ ۾ کيڏندي.
Crime,گوڙ عباسي مٽياري ۾ باغ مان هڪ ڄڻو جو لاش هٿ.
Crime,ڪي فور منصوبي جا پائيپ چوري ڪرڻ جي الزام ۾ پوليس اهلڪار سميت 10 جوابدار گرفتار
Sports,سعودي فٽبال ڪلب النصر جي رانديگر ڪرسٽيانو رونالڊو مخالف ٽيم جي اسٽاف ميمبر سان سيلفي ڏيڻ کان انڪار ڪري ڇڏيو آهي.
Sports,جڏهن تھ پاڪستاني بالرن مان عامر حسين 4 ۽ محمد اسماعيل 3 وڪيٽون ورتيون آهن. هوڏانهن پهرين اننگز ۾ بنگلاديش جي 149 رنسن جي موٽ ۾ پاڪستان پهرين اننگز ۾ بنا نقصان جي 76 رنسون ٺاهي ورتيون آهن، جن ۾ شاهزيب خان 39 ۽ اذان اويس 36 رنسون ٺاهي ڪريز تي موجود آهن.
Crime,قاسم آباد ۾ پوليس مقابلو، هڪ جوابدار زخمي حالت ۾ گرفتار.
Politics,ذريعن جو چوڻ آهي ته ملاقات ۾ سپريم ڪورٽ جي معاملن تي غور ڪيو ويو، ملاقات ۾ سپريم ڪورٽ جي فيصلن تي صحيح ڪرڻ جي تاريخ تي به غور ڪيو ويو.
Politics,پئرس (ويب ڊيسڪ ) فرانس طرفان روس سان ويڙهه لاءِ يوڪرائن کي وڌيڪ ٽئنڪ ۽ ٻيو سامان ڏيڻ جي خاطري ڪرائي وئي آهي.
Sports,بابر اعظم اليون ٽئين دنگل ۾ ڪيويز کي 26 رنسن تان شڪست ڏني ۽ سيريز ۾ 0-3 جي واضح برتري حاصل ڪري ورتي، اڃا به 2 مئچون رهيل آهن
Politics,نجم سيٺي جي مفت وي آءِ پي پاسز گهرڻ وارن تي تنقيد
Politics,پنجاب جي نگران حڪومت تحريڪ انصاف کي ڪالعدم جماعت قرار ڏيڻ لا چيف اليڪشن ڪمشنر کي 9 مئي جي دهشتگردي ۾ پي ٽي آ جي ملوث هجڻ جا ثبوت پيش ڪري ڇڏيا آهن.
Sports,ڪيوي ڪپتان شاهينن لاءِ خطري جي گهنٽي وڄائي ڇڏي
Politics,پرويز خٽڪ آئوٽ، چوڌري نثار جا پي ٽي آءِ ۾ انٽري جا امڪان
Crime,ميرپورماٿيلو واسي صحافي نصرالله گڏاڻي گرفتار، حيدرآباد جيل منتقل
Politics,بلوچستان جي هاءِ ڪورٽ پي ٽي آءِ چيئرمين عمران خان جا گرفتاري جا وارنٽ معطل ڪري لاڳاپيل ڌرين کي نوٽيس پڻ جاري ڪري ڇڏيا آهن
Crime,پوليس پ پ اڳواڻ سيد ڀورل شاهه سميت 39 مقامي ڳوٺاڻن کي گرفتار ڪري امن ۾ خلل وجهڻ ۽ روڊ بلاڪ ڪرڻ جي الزام هيٺ ڪيس داخل ڪري ورتو، گرفتارين بعد سوين رهواسين شهر جي مختلف چوراهن تي ڌار ڌار ڌرڻا هنيا، سڄي شهر ۾ هڙتال ڪئي وئي
Politics,عمران خان ۽ پرويز الاهي جي ملاقات اڄ ٿيندي، ق ليگ پي ٽي آءِ ۾ ضم ٿيڻ جا امڪان
Sports,ميڊيا مطابق ٽورنامينٽ جي 12 رڪني ٽيم جو اعلان پي سي بي مينيجمينٽ پاران ڪيو ويو آهي
Crime,راڌڻ ۾ پوليس مقابلو، هڪ جوابدار زخمي حالت ۾ گرفتار، 2 فرار.
Politics,وزيراعظم شهباز طرفان ڳالهين لا ڏنل دعوت تي ڀارت جو ردعمل سامهون آيو آهي.
Sports,ميڊيا مطابق گالي ۾ جاري ٻي ٽيسٽ جي چوٿين ڏينهن سريلنڪا 3 وڪيٽن تي 704 رنسون ٺًاهي اننگز ڊڪليئر ڪئي آهي، جنهن ۾ اينجليو ميٿيوز سينچري تي ناٽ آئوٽ رهيو آهي
Politics,ميئرشپ معاملو، سعيد غني جماعت اسلامي تي ڏمرجي پيو
Politics,اهي فرعون جيان ويهي آئين جي مرضي جي تشريح ڪندا آهن، اهي پاڻ کي چيف جسٽس سڏرائيندا آهن ۽ فيصلن ۾ آئين ٽوڙيندا آهن.
Politics,نئين دهلي (ويب ڊيسڪ) جميعت علماءِ هند جي صدر مولانا سيد ارشد مدني تڪراري فلم ”دي ڪيرالا اسٽوري“ کي هندو مسلم دشمني جون پاڙون مضبوط ڪرڻ جي سازش قرار ڏئي ڇڏيو.
Politics,خيبر پختونخواهه اسيمبلي ٽوڙڻ جي سمري تيار ٿي وئي آهي: فواد چوڌري
Crime,حملي ۾ هڪ اطالوي سياح مارجي ويو ۽ 5 ٻيا سياح زخمي ٿي پيا، جڏهن ته پوليس فائرنگ ڪري حملي آور کي ماري ڇڏيو.
Crime,هن وڌيڪ چيو ته مختلف ٽريننگ بيرڪ پڻ خراب متاثر ٿيا آهن.
Politics,چنڊ ڏسڻي ڪميٽي اجلاس ۾ سوين مهمان، شاهي دعوت،ڪيترائي طعام، ٽينڊر ئي رد
Politics,ذريعن جو چوڻ آهي ته ملاقات ۾ صدر طرفان چونڊن جي اعلان کانپوءِ جي صورتحال تي خيالن جي ڏي وٺ ڪئي وئي
Politics,ان سلسلي ۾ مسلم ليگ (ن) به پنجاب اسيمبلي جي چونڊن لا تياريون شروع ڪري ڇڏيون آهن.
Politics,بلاول ڀٽو زرداري چيو ته سپريم ڪورٽ جو عوام سامهون ٽرائل هلي رهيو آهي، عدالت ۾ جيڪو ٿي رهيو آهي اهو افسوسناڪ آهي
Crime,ڪراچي: ريپ ڪيس ۾ عدالت ٻاهران ٺاهه جي ڪا قانوني حيثيت ناهي: عدالت
Crime,3 جوابدار سيف الله بروهي، عبدالرسول بروهي ۽ حاجي رمضان بروهي کي گرفتار ڪيو ويو جڏهن ته ٻه جوابدار عبدالغريز بروهي ۽ خان محمد بروهي روپوش آهن
Politics,پرويز الاهي غيرآئيني حرڪت ڪئي، ق ليگ جو صدر چوڌري شجاعت ئي آهي: طارق بشير
Politics,خورشيد شاهه آرمي چيف جي مقرري بابت تجويز ڏئي ڇڏي
Politics,قومي اسيمبلي جي اجلاس ۾ ڳالهائيندي وفاقي وزير اسد محمود چيو ته هن ناانصافي ڪئي ۽ انصاف جو جنازو ڪڍي ڇڏيو، خدا جو قسم هو آئين ۽ جمهوريت کي به قائم رکندا.
Crime,جڏهن پوليس کيس گرفتار ڪرڻ پهتي ته پوليس حيران ٿي وئي ڇو ته سندن سامهون هڪ ڪوريائي نوجوان بيٺو هو، پنهنجي گرفتاري بعد هن ٻڌايو ته هو نئين زندگي شروع ڪرڻ چاهي پيو، هو ٿائي لينڊ مان بيزار هو.
Politics,راجا پرويز اشرف چيو ته خورشيد شاهه جي ڳالهه کان اتفاق ڪريان ٿو.
Sports,ٽيسٽ بعد هڪ ڏينهن واري فارميٽ ۾ به ڪينگروز جي ڪمان ڪمنز حوالي
Sports,سومر واري ڏينهن سعودي جي سياحت واري وزير احمد الخطيب ٽوئيٽر ذريعي ميسي کي سعودي عرب ۾ ڀليڪار ڪندي چيو ته ” هو سعودي عرب جي سياحتي سفير ليونل ميسي ۽ سندس گهرڀاتين طرفان ٻيو ڀيرو سعودي ۾ موڪلون ملهائڻ تي کين ڀليڪار چوندي خوشي محسوس ڪري رهيو آهي.
Politics,دهشتگردن جو انت آڻي پنهنجي ڌرتي تي امن قائم ڪنداسين: آصف زرداري
Sports,انور علي پي ايس ايل جي تاريخ جو ٻيو مهانگو بالر بڻجي ويو
Politics,وزيراعظم جو دورو، ڌڪڙڇو ۽ گوڙاڻي ڊئمن جي متاثرن جا مظاهرا
Politics,ان موقعي تي فهيم نوهڙي، راشد جسڪاڻي ۽ ٻين چيو ته سنڌ يونيورسٽي ۾ رينجرز، پوليس ۽ ٻين قانون لاڳو ڪندڙ ادارن جي مداخلت کي ايترو وڌايو ويو آهي، جو سنڌ يونيورسٽي تعليمي ادارو نه پر ڇانوڻي جو ڏيک ڏئي رهيو آهي.
Crime,هنن وڌيڪ ٻڌايو ته مقابلي ۾ فرار ٿيل هڪ جوابدار کي جلد گرفتار ڪري جيل حوالي ڪيو ويندو، ڏوهاري وٽان هٿ آيل موٽرسائيڪل ٻه ڏينهن اڳ پڪاچانگ ٿاڻي جي حد مان الاهي بخش ابڙو کان ڦر ڪئي وئي هئي ۽ ڦر دوران الاهي بخش ابڙو کان اڍائي لک به ڦر ڪيا ويا هئا، مارجي ويل پاڻ ۾ ماروٽ ۽ پڦاٽ آهن.
Crime,تحريڪ انصاف چيئرمين عمران خان جي گرفتاري بعد 9 مئي تي ٿيل وڳوڙن، ڀڃ ڊاهه ۽ باهيون ڏيڻ جي واقعن ۾ افغان شهري به ملوث هجڻ جو انڪشاف ٿيو آهي. خانگي ٽي وي چئنل جي رپورٽ موجب 9 مئي تي سرڪاري، فوجي ۽ خانگي ملڪيتن تي حملا ڪرڻ ۾ افغاني شهري به ملوث هئا
Politics,شيخ رشيد جي ضمانت منظور، آزاد ڪرڻ جو حڪم
Sports,نيوزيلينڊ جي ٽيم ٽي 20 ۽ ون ڊي سيريز کيڏڻ لاءِ پاڪستان پهچي وئي
Crime,ڦر دوران مزاحمت تي فائرنگ، هڪ ڄڻو زخمي، اسپتال منتقل.
Sports,ميٽ هينري شروعاتي ڇهن ميچن ۾ 19 وڪيٽون حاصل ڪيون هيون، بنگلاديش جي مستفيض الرحمان شروعاتي 6 ون ڊي ميچن دوران 18 شڪار ڪيا هئا.
Politics,اتحادي پارٽين جي اجلاس بعد ميڊيا سان ڳالهائيندي مولانا فضل الرحمان چيو ته اهم ڪيس جي ٻڌڻي ڪندر 9 رڪني بئنچ مان ٻن ججن لاتعلقي ظاهر ڪئي، پوءِ وري ٻه ٻيا جج ڌار ٿي ويا، هاڻي بئنچ ٽن ججن تائين محدود ٿي وئي آهي.
Crime,ڪنڊيارو ۾ چور پوليس اهلڪار کان ڦر، پوليس اهلڪار کان روڪ رقم ۽ ٻيو سامان ڦري ويا.
Sports,ياد رهي تھ مائونٽ ايوريسٽ 8 هزار 886 ميٽرن واري بلند ترين چوٽي آهي.
Sports,ميڊيا مطابق ميامي اوپن ٽينس جي رائونڊ مقابلن ۾ بيلاروس جي آريانا سيبا لينڪا چيڪ جمهوريا جي ميري بوزڪووا، چيڪ جمهوريا جي پيٽرا ڪويٽووا ڪروشيا جي ڊونا ويڪيج ۽ روسي رانديگرياڻي ايلانا ريباڪنا پنهنجي مخالف بيلجين ايلسي ميرٽينس کي شڪست ڏئي ڪوارٽر فائنل ۾ جڳهه ٺاهي آهي.
Sports,انگلش ٽيم سترنهن سالن کانپوءِ سڀاڻي ڪراچي پهچندي، اهم اعلان
Politics,روس پاڪستان کي گئس سان گڏ ڪڻڪ ڏيڻ جي به آڇ ڪئي:خواجا آصف
Politics,پرڏيهي ميڊيا جي رپورٽن موجب نيوزيلينڊ جي وزيراعظم ۽ حڪمران پارٽي ليبر جي سربراهه ڪرس هپڪنز لنڊن ۾ بادشاهه چارلس ٽئين جي تاجپوشي واري تقريب ۾ شرڪت لاءِ آڪلينڊ کان روانو ٿي ويو آهي.
Sports,نيوزيلينڊ کان پهرين ون ڊي پوزيشن کسي ورتي وئي
Sports,شاداب خان ڪرڪيٽ شوقينن کان معافي گهري ورتي
