Aspect Category,News Headlines
Crime,مبارڪپور ۾ گهر تي ڦر دوران گهر ڀاتين ۽ ڌاڙن ۾ فائرنگ، گهرڀاتين هڪ چور کي پڪڙي پوليس حوالي ڪري ڇڏيو.
Politics,خواجا حارث چيو ته القادر ٽرسٽ هلي رهي آهي ۽ ان زمين تي عمارت ٺهيل آهي، ماڻهو القادر ٽرسٽ ۾ مفت تعليم پرائي رهيا آهن
Politics,عمران خان نوَ مئي تي ست ڪيسن ۾ ضمانت جي لاءِ اسلام آباد هاءِ ڪورٽ پهتو هو جتان رينجرز کيس گرفتار ڪري ورتو ۽ ڏهه مئي تي نيب کيس عدالت ۾ پيش ڪيو جتي سندس اٺ ڏينهن جو جسماني رمانڊ ورتو ويو.
Politics,فاطما ڀٽو آخر ۾ دعائن جي درخواست ڪندي پنهنجي پيءُ کي ياد ڪيو ۽ چيو ته هو محسوس ڪري سگھي ٿي ته هو هن سان گڏ آهي.
Politics,منظور وساڻ جي عمران خان ۽ لانگ مارچ بابت وڏي اڳڪٿي
Politics,سپريم ڪورٽ رجسٽرار عشرت علي 6 رڪني بئنچ جي روسٽر تي صحيحون ڪري مس ڪنڊڪٽ ڪيو.
Crime,جي ايڇ ڪيو تي حملي ۽ ڀڃ ڊاهه جو ڪيس آر اي بازار ٿاڻي تي داخل ڪيو ويو آهي، جنهن ۾ اڳوڻي صوبائي وزير راجا بشارت سميت 15 ڄڻن کي نامزد ڪيو ويو آهي.
Politics,سعودي پرڏيهي وزارت جو چوڻ آهي ته عالمي برادري ڇڪتاڻ گهٽائي ۽ فلسطينين کي تحفظ فراهم ڪري.
Sports,پاڪستان جي ڪرڪيٽ ٽيم جي تيز بالر شاهين شاهه آفريدي جي ڏاڏي بيماري سبب لاڏاڻو ڪري وئي آهي.
Politics,گڏيل بيان ۾ چيو ويو آهي ته يوڪرائن ۽ فرانس ان ڳالهه تي متفق آهن ته ٻنهي ملڪن روس جي غيرقانوني جنگ خلاف ان تي وڌيڪ دٻاءُ وڌائيندا.
Politics,ڀارت ۾ سياسي تنظيم شهيد بينظير ڀٽو جون تصويرون لڳائي ڇڏيون،بي جي پي اڳواڻ مڇرجي پيا
Politics,پيپلز يوٿ آرگنائيزر جي صدر واقعي جي جاچ لا 2 رڪني ڪميٽي جوڙي ڇڏي.
Sports,پي سي بي جي پوڊ ڪاسٽ ۾ ڳالهائيندي بابر اعظم چيو ته جڏهن پاڪستان ٽيم کي بالنگ ڪرڻ آيو هيس ته ان وقت ذهن ۾ اِها ئي ڳالهه هئي ته هو به هڪ ڏينهن مُلڪ جي نمائندگي ڪندو.
Crime,پوليس موجب واقعي جو اسان کي اطلاع نه ڏنو ويو، وارثن بنا پوسٽ مارٽم ۽ پوليس ڪاروائي جي لاش جو اگني سنسار ڪري ڇڏيو
Crime,آپريشن ۾ هڪ شهري سميت 7 جوان شهيد ٿيا، جڏهن ته هڪ عورت سميت 6 ڄڻا زخمي ٿيا.
Politics,سنڌ ۾ 15 ضلعن ۾ 90 پولنگن تي مڪاني چونڊ، جهيڙا، ڌانڌلي جا الزام، پ پ اميدوار ڪامياب
Politics,وزيراعظم جي ترڪيا ۾ زلزلي متاثرن سان ملاقات، هر ممڪن مدد جي خاطري
Sports,جڏهن تھ آسٽريليا 118 ريٽنگ پوائينٽس سان پهرين نمبر تي برقرار، ٽين پوزيشن 115 پوائينٽس تي ڀارت حوالي ٿي آهي. اهڙي ريت نيوزيلينڊ 4، انگلينڊ 5، ڏکڻ آفريقا 6 نمبر ماڻيو آهي.
Politics,جيل ڀريو تحريڪ جو اعلان ڪندڙ عمران خان حفاظتي ضمانت منظور ڪرائي ورتي
Sports,قومي ٽيم جا پرڏيهي ڪوچ 11 اپريل تي پاڪستان پهچندا
Politics,خيرپور: گڏهه گاڏو هلائڻ واري جي ڌيءَ پ پ اميدوار کي مات ڏئي ڇڏي
Politics,هن وڌيڪ چيو ته عمران خان جي دور ۾ دوست ملڪ ڪا ڳالهه مڃڻ لا تيار نه هئا، ڪو ادارو ڳالهائڻ لا تيار نه هو، عمران جيڪڏهن اپوزيشن ۾ ويهي رهي ها ته ڪا قيامت نه اچي ها.
Politics,ڪراچي ۾ ايم ڪيو ايم باني جي حمايت ۾ وال چاڪنگ!
Politics,عدالتي حڪم باوجود 90 ڏينهن ۾ چونڊون ناممڪن
Politics,ضرورت پوڻ تي عدالتي معاون به مقرر ڪري سگهون ٿا، چيف جسٽس جي سربراهي ۾ 8 رڪني لارجر بينچ ڪيس جي ٻڌڻي ايندڙ هفتي تائين ملتوي ڪري ڇڏي،
Sports,نيوزيلينڊ کي ٽيسٽ ۾ ڪاميابي جي ڏس ۾ اڄ آخري ڏينهن تي باقي 256 رنسن جي ضرورت آهي.
Politics,وزيراعظم چيو ته پاڪستان ۽ قطر جي وچ ۾ پراڻا خوشگوار لاڳاپا قائم آهن. هن چيو ته اسرندڙ ملڪن جي پائيدار ترقي لاءِ ڪانفرنس جو انعقاد وقتائتو آهي.
Crime,لاڙڪاڻو پوليس جي ڪارروائي، مختلف ڪيسن ۾ ملوث 9 جوابدار گرفتار.
Sports,نيوزيلينڊ خلاف ٽين ون ڊي ميچ جي ڪاميابي کانپوءِ پريس ڪانفرنس دوران هڪ سوال جي جواب ۾ چيو ته بابر اعظم ۽ فخر زمان ٻئي هڪ ٻئي کان بلڪل مختلف آهن ڇو جو فخر ڳالهائيندو ناهي ۽ بابر چپ ناهي ڪندو.
Politics,شيخ رشيد جي ضمانت جي درخواست رد
Politics,ٻئي طرف جسقم ضلع صدر فقير رمضان ڪلوڙ، ايڊووڪيٽ نديم ملاڻو، شاهد لغاري، شهريار مرڻاس ۽ بخت مرڻاس جي اڳواڻي ۾ ڪارڪنن احتجاجي ريلي ڪڍي.
Politics,ڪراچي: اطلاعات، ٽرانسپورٽ ۽ ماس ٽرانزٽ واري صوبائي وزير شرجيل انعام ميمڻ چيو آهي ته پي ٽي آءِ ھاڻي ھڪ دھشتگرد تنظيم بڻجي چُڪي آھي، پي ٽي آءِ 9 مئي تي جيڪو ڪجهھ به ڪيو، اھو ڪنھن قومي جماعت جو ڪم نٿو ٿي سگھي، ڪابه قومي پارٽي اھڙي قسم جي تشدد جي سياست ناھي ڪندي ۽ نه ئي اُن جو سياسي طرز عمل آھي
Politics,لاهور ۾ ميڊيا سان ڳالهائيندي شاهد آفريدي چيو ته ڪرڪيٽ کي سياست کان پري رکڻ گهرجي، ايشيا ڪپ ڪٿي به ٿئي پر هاڻي فيصلو وٺڻ ۾ وڌيڪ دير نه ڪرڻ گهرجي
Politics,بلاول ڀٽو زرداري سنگاپور ۾ ميٽا (فيس بوڪ) جي ايشيا پيسفڪ هيڊ ڪوارٽر جو دورو ڪيو
Crime,جنهن جي نتيجي ۾ 6 پوليس اهلڪار شهيد ٿي ويا، جڏهن ته ڊرائيور زخمي ٿي پيو
Crime,اسان پنجاب پوليس سان تعاون ڪري رهيا آهيون،
Crime,سکر بئراج جي گيٽ نمبر 2 وٽان لاش هٿ.
Politics,اليڪشن ڪميشن موجب ڪيس جي شنوائي اڄ صبح 10 وڳي ٿيندي.
Sports,شاهد آفريدي چيو ته هو چوندو آهي ته پنهنجو پاڻ کي ايترو مضبوط ڪريو جو ڪنهن کي منهن ڏيکاري سگهون.
Politics,سينيٽ وياج جي خاتمي بابت ٺهراءُ اتفاق راءِ سان منظور ڪري ورتو
Sports,ڀارتي ڪرڪيٽ جي ليجنڊ سچن ٽنڊولڪر جي پٽ ارجن ٽنڊولڪر آخرڪار آئي پي ايل ۾ ڊيبو ڪري ورتو آهي، جنهن ڪابھ وڪيٽ وٺڻ بنا 17 رنسون رڳو ٻن اوورن ۾ ڏنيون.
Politics,وفاقي ڪابينا ۾ وڌيڪ 5 خاص مددگارن جي واڌ، ميمبرن جو انگ 83 ٿي ويو
Crime,خيرپور پوليس ڪارروائي ڪري مختلف ڏوهن ۾ ملوث 13 جوابدارن کي گرفتار ڪري ورتو.
Politics,وڏي وزير مراد علي شاهه جي صدارت هيٺ امن امان جي صورتحال بابت اجلاس ٿيو، جنهن ۾ آءِ جي سنڌ، ڊي جي رينجرز سنڌ ۽ ڪيترائي آفيسر شرڪت ڪندا، وڏي وزير پوليس ۽ رينجرز کي اسٽريٽ ڪرمنلز خلاف سخت ڪارروائي جو حڪم ڏئي ڇڏيو.
Politics,اهو فين ڪلب پاڻ کان سواءِ ڪنهن کي صحيح نٿو سمجهي، تحريڪ انصاف جي ردعمل ۾ تمام گهڻي شدت حقيقت ۾ ان تربيت جو نتيجو آهي جيڪا پارٽي قيادت پنهنجن بيانن ذريعي ڪئي
Politics,ماضي جي حڪومت احتساب جي نالي تي ظلم ۽ زيادتي ڪئي،جانثارن کي وساري نٿو سگهان:نواز شريف
Politics,مالي ادارن سان ڳالهه ٻولهه ۾ پاڪستان جي حمايت لاءِ تيار آھيون: فرانسيسي صدر
Politics,آمريڪا کي پاڪستان ۾ دهشتگردي جي واقعن تي ڳڻتي، گڏجي ڪم ڪرڻ لا تيار
Crime,اسامه ستي قتل ڪيس جو فيصلو محفوظ
Politics,واضح رهي ته شاهي جوڙي 2019 ۾ پاڪستان جو دورو ڪيو هو، ان دوري تي به ڪيٽ پاڪستان برانڊز جا تيار ڪيل جوڙا پاتا هئا.
Sports,انگلينڊ جو اهم رانديگر پاڪستان خلاف سيريز مان ٻاهر
Crime,پوليس موجب جوابدار گاڏين مان بيٽريون ۽ ٻيو سامان چوري ڪري رهيا هيا ته مقابلو ٿيو
Politics,موبائيل فون جي استعمال تي پابندي باوجود ووٽرز پ پ اميدوار جي حمايت ۾ ووٽ ڏيڻ واريون تصويرون ڪڍي ورتيون،
Politics,عمران خان جي حقيقي آزادي جانور، نيوٽرل ۽ جنرل باجوا جي تاحيات ايڪسٽينشن کان ٿيندي محسن نقوي ۽ آمريڪي معافين تائين پهچي حقيقي طور دفن ٿي چڪي آهي،
Politics,جسٽس علي باقر نجفي جي سربراهي ۾ 2 رڪني بينچ عمران خان خلاف سنگجاني ٿاڻي تي داخل ڪيس جي شنوائي ڪئي، عدالت عمران خان جي 3 مارچ تائين حفاظتي ضمانت منظور ڪري ورتي.
Politics,وڏي وزير ناڻي واري سيڪريٽري کي هدايت ڪئي ته اها اسڪيم جلد منظوري لاءِ موڪلي وڃي.
Crime,عوام مطالبو ڪري رهيو آهي ته وڳوڙين خلاف قانوني ڪارروائي ڪئي وڃي،
Politics,عدالت ۾ اداڪارائن جي وڪيل خواجا نود ايڊووڪيٽ دليل ڏيندي موقف اختيار ڪيو آهي تھ، اڃا تائين رڳو ڪاغذي ڪاروائي بنا ٻيو ڪجهه ناهي ٿيو، اعتراض جوڳو مواد ناهي هٽايو ويو آهي
Sports,ڀارت ورلڊ ڪپ ڇو هارائيندو؟ ليجنڊ ڀارتي ڪپتان ٻڌائي ڇڏيو
Sports,پنهنجي شروعاتي ڏينهن کي ياد ڪندي پاڪستاني ڪپتان چيو ته هو صبح سوير ڪرڪيٽ کيڏڻ لاءِ گهران نڪرندو ۽ شام جو واپس ورندو هو.
Sports,جڏهن تھ قطار ۾ بيهاري چيڪ ڪرڻ ۽ سرنجن جون رسيدون ڏيکارڻ بعد ريسلر ڇڏيا ويا.
Sports,مڪي آرٿر کي قومي ٽيم جو هيڊ ڪوچ مقرر ڪرڻ واري ڪهاڻي ختم
Crime,هن ان موقعي تي بهترين ڪاڪردگي ڏيکارڻ تي پوليس ٽيم لا انعام ۽ شاباشي جو اعلان ڪيو.
Crime,اسلام آباد :اسلام آباد جي مقامي عدالت توشا خانا ڪيس ۾ پاڪستان تحريڪ انصاف جي چيئرمين عمران خان جا ضمانت نه ٿيڻ جوڳا گرفتاري وارنٽ جاري ڪري ڇڏيا آهن. عدالتي حڪمن باوجود پي ٽي آءِ چيئرمين سيشن ڪورٽ ۾ پيش نه ٿيو، جنهن تي ايڊيشنل ڊسٽرڪٽ اينڊ سيشن جج ظفر اقبال عمران خان جا گرفتاري وارنٽ جاري ڪيا آهن.
Politics,واضح رهي ته چيني پرڏيهي وزير 5 مئي تي بلاول ڀٽي جي دعوت تي اسلام آباد پهچي رهيو آهي.
Crime,ٻئي پاسي متاثر نينگري جي والد صحافين وٽ پهچي انصاف لا احتجاج ڪندي دانهون ڪيون.
Politics,سوشل ميڊيا تي گردش ڪندڙ وڊيوز ۾ ڪريملن مٿان دونهين جا ڪڪر ڇائنجي ويا.
Crime,ميرپورخاص ۾ قتل ڪيس ۾ جوابدار کي ڦاهي جي سزا
Crime,جهاز حادثي جو حيران ڪندڙ واقعو، بچي ويلن کي لاش کائڻا پيا !
Sports,انٽرنيشنل ڪرڪيٽ ڪائونسل (آءِ سي سي) نئين ون ڊي رينڪنگ جاري ڪري ڇڏي آهي، جنهن موجب نيوزيلينڊ ڀارت کان شڪست کانپوءِ پهرين پوزيشن وڃائي ويٺو آهي.
Crime,غوثپور جي هڪ خاندان جو پوليس اهلڪار خلاف احتجاج، مظاهرين جو چوڻ هو ته پوليس اهلڪار سندن گهر ۾ داخل ٿي کين تشدد جو نشانو بڻايو.
Politics,وزيراعظم شهباز شريف، آدمشماري بابت مسئلن جي حل لاءِ پنج اپريل تي اجلاس طلب ڪري ورتو
Politics,ترجمان موجب يوڪرين ايئرفورس جو هڪ ايس يو 25 جهاز به خيرسون ريجن ۾ ئي ڪيرايو ويو.
Sports,هوڏانهن ٽورناڊوز 4 وڪيٽن تي 150 رنسون ڪيون، جنهن ۾ اسٽيفني ٽيلر 61 رنس سان نمايان رهي، جواب ۾ اسپرٽ ويمن 4 وڪيٽن تي 155 رنسون ٺاهي ميچ کٽي ورتي، جنهن ۾ نڪولا ڪيري 84 رنسن جي شاندار اننگ کيڏي وئي.
Sports,19 هين اپريل تي الهلال جي هوم ميدان تي سعودي پروليگ جي اهم ميچ دوران 57 هين منٽ ۾ هن مخالف ٽيم جي نمائندگي ڪندڙ ڪولمبيا جي گسٽاوو ڪيولر کي هڪ اهڙو داءُ هڻي ڪيرايو جيڪو ڪبڊي ۾ استعمال ڪيو ويندو آهي،
Politics,سندس چوڻ هو ته ڪابه سياسي پارٽي ڪڏهن به ملڪ مخالف ناهي رهي نه ئي غدارن تي ٻڌل آهي، هو سڀني اسٽيڪ هولڊرز کي چئي ٿو ته هو ٻيهر سوچن.
Politics,چيف جسٽس جي سربراهي ۾ ٽه رڪني بينچ ڪيس جي ٻڌڻي ڪندي، حڪومتي اتحاد جي فيصلي موجب حڪومت اليڪشن بابت ٻڌڻي ڪندڙ سپريم ڪورٽ تي بي اعتمادي جو اظهار ڪري چڪي آهي،
Crime,حافظ آباد ۾ اسٽيج فنڪارا ۽ ڊانسر عاشي هٿياربندن هٿان قتل، ڪيس داخل
Crime,تفيصلن موجب جناح هائوس جي تباهي جو سلسلو رات 8 وڳي تائين جاري رهيو، ان کان علاوه ملڪ جي باقي علائقن ۾ 200 کان وڌيڪ هنڌن تي فوجي ۽ سرڪاري ملڪيتن تي وڳوڙين حملا ڪري ملڪ نقصان پهچايو.
Politics,آمريڪي ڪانگريس ميمبر بريڊ شرمين سيڪريٽري آف اسٽيٽ انٽوني بلنڪن کي خط لکي پاڪستان ۾ جمهوريت ۽ خاص طور تي تحريڪ انصاف خلاف “سياسي انتقام” بابت آگاهه ڪيو آهي.
Politics,سپريم ڪورٽ اليڪشن ڪميشن ۽ بچاءَ واري وزارت جون آڪٽوبر ۾ ٿيندڙ چونڊون ڪالعدم قرار ڏيندي چيو آهي ته 14 مئي تي چونڊون ڪرائڻ جو حڪم حتمي ٿي ويو آهي، ان کي رد ڪرڻ جو هڪ ممڪن اثر اهو به آهي ته حڪومت اڪثريت وڃائي ويهندي
Sports,سريلنڪن بالرن پرابٿ جئي سوريا ۽ رميش مينڊس هڪ، هڪ وڪيٽ ورتي آهي.
Politics,ڳڻپ نٿي ڪئي وڃي، رڳو عملي کي موڪلي ڊرامو ڪيو پيو وڃي، سنڌ جي ٻين علائقن جي گهر شماري وڌي آهي،
Politics,ذريعن موجب آرمي چيف جنرل عاصم منير ۽ ڊي جي آءِ ايس آءِ ليفٽيننٽ جنرل نديم جنرل خصوصي طور شرڪت ڪندا،
Crime,دادن شاهه حيدرآباد ۾ فائرنگ، 2 ڄڻا زخمي.
Sports,سنيل گواسڪر جو چوڻ هوته ميچ دوران ٻنهي رانديگرن شرم جوڳو رويو اختيار ڪيو، خبر ناهي تي ڏوهه ڪنهن جو پرکين ميچ فيس جي سئو سيڪڙو ڏنڊ کان وڌيڪ سزا ملڻ گهرجي ها.
Sports,بالرز جي رينڪنگ ۾ افغان اسپنر راشد خان 710 پوائنٽس سان پهرئين، ونندو هسرنگا 695 پوائنٽس سان ٻئين ۽ افغان بالر فضل الحق فاروقي 692 پوائنٽس سان ٽئين نمبر تي آهي.
