Aspect Category,News Headlines
Crime,خيرپور ۾ پوليس مقابلو، هڪ جوابدار زخمي حالت ۾ گرفتار.
Politics,هن چيو ته هن ٺهراءُ جي ذريعي اقرار ڪيو ويو ته اسلام ۽ شعائر اسلام جي خلاف نفرت وارن قدمن کي اظهار جي آزادي جو تحفظ حاصل نه آهي
Crime,دهشتگردي سبب متاثرن ۽ پاڪستاني عوام سان ايڪي جو اظهار ڪندڙ ملڪن جا ٿورائتا آهيون
Crime,رينجرز ۽ پوليس جي گڏيل ڪارروائي، 10 افغان شهري گرفتار.
Sports,امڪاني معاهدي تحت رانديگر سال جي ٻارنهن مهينن مان گهٽ ۾ گهٽ ست مهينا انهن ليگز جو حصو هوندا جن سان آءِ پي ايل فرنچائزز جي ڀائيواري آهي.
Politics,تازو اليڪشن ڪميشن مڪاني چونڊن بابت شيڊول جي مدت هڪ مهينو رکي چونڊيل نمائندن کي عوامي خدمت کان روڪڻ جي ڪوشش ڪئي آهي جنهن ڪري رڳو مخصوص سيٽن تي چونڊون ڪرائڻ جو شيڊول جاري ڪيو ويو آهي
Crime,گوجرانوالا جي علائقي ڊيرا ڀنڊران ۾ ما ۽ ڌي کي ڇهن ڏينهن اندر 2 ڀيرا اجتماعي لڄالٽ جو نشانو بڻايو ويو.
Sports,هاڪي چيمپيئنز ٽرافي: پي ايڇ ايف ڀارت وڃڻ لاءِ حڪومت کان اجازت گهري ورتي
Sports,نيوزيلينڊ خلاف چوٿين ٽي 20 ميچ برسات سبب نھ ٿيڻ جي نتيجي ۾ پاڪستاني ڪرڪيٽرن ڊريسنگ روم ۾ انتهائي خوشگوار وقت گذاريو آهي.
Crime,گذريل ڏينهن شاهه لطيف ٿاڻي تان اينٽي وائلنٽ ڪرائم سيل ڇاپو هڻي ٻن مغوين کي بازياب ڪرايو هو.
Crime,ڪراچي ۾ غيرقانوني ترسيل افغانين جي ڏوهن ۾ ملوث هجڻ جو انڪشاف، آپريشن ۾ 46 گرفتار
Politics,پوليس آفيسرياڻي اسسٽنٽ ڪمشنر هاظم بنگوار مان متاثر، دلچسپ سوال ڪري ورتائين
Crime,حيدرآباد جي مختلف علائقن ۾ پوليس مقابلا، مقابلي دوران هڪ جوابدار مارجي ويو، هڪ جوابدار زخمي حالت ۾ گرفتار.
Crime,ڪراچي ۾ ڊينٽل ڪلينڪ تي فائرنگ، هڪ پرڏيهي مارجي ويو، ٻه زخمي
Sports,ميڊيا مطابق انڊين سرٽيفڪيٽ آف سيڪنڊري ايجوڪيشن نصاب ۾ بابراعظم کي ويرات ڪوهلي، سچن ٽنڊولڪر، ايم ايس ڌوني ۽ دنيا جي ٻين ملڪن جي ڪرڪيٽرن سان گڏ ئي شامل ڪري ڇڏيو آهي.
Politics,تحريڪ انصاف اڄ مينار پاڪستان لاهور وٽ عوامي طاقت جو مظاهرو ڪندي
Politics,ن ليگ جو اجلاس، نواز شريف اڳواڻن کي اهم هدايتون جاري ڪري ڇڏيون
Politics,عدالتي فيصلن، جهيڙن ۽ ٻين شڪايتن سبب 90 پولنگس تي ٻيهر ووٽنگ ڪرائي وئي.
Politics,هن چيو ته پاڪستان سان مختلف معاملن تي ڳالهه ٻولهه جاري آهي، انساني حقن، ميڊيا جي آزادي جو معاملو پاڪستان هم منصب سان اٿاريو آهي.
Politics,پنجن جو ٽولو چار جج ۽ هڪ جرنل ملڪ جي بدحالي جو ذميوار آهي: مريم نواز
Sports,پاڪستاني ٽيم ھڪ ٻئي اسپنر سان ميدان تي لھي ھا ته فائدو ٿئي ھا: رميز راجا
Politics,اسلام ڪوٽ ۾ مقامي ماڻهن کي ٿرڪول ۾ نظرانداز ڪرڻ ۽ نوڪريون نه ڏيڻ خلاف احتجاج ڪندڙن کي پوليس ڳالهين لاءِ گهرائي گرفتار ڪري ورتو،
Crime,ٽنڊو جان محمد: ڏيئي ۾ ٻن موٽرسائيڪلن ۾ ٽڪر ٿي پيو، جنهن جي نتيجي ۾ ٽنڊو جان محمد واسي سميت 2 ماڻهو فوت ٿي ويا.
Politics,گهڻو ٿيو، چونڊون ڪرائي مُلڪ پاڪستانين جي حوالي ڪيو: حليم عادل شيخ
Politics,واضح رهي ته اڄ قومي اسيمبلي ۾ سپريم ڪورٽ پريڪٽس اينڊ پروسيجرز بل ۾ محسن داوڙ جي تجويز ڪيل ترميم شامل ڪئي وئي.
Sports,پاڪستاني ڪرڪيٽ ٽيم جو بالر حارث رئوف ٽي 20 ڪرڪيٽ ۾ ويسٽ انڊيز جي بالر جيسن هولڊر جي 5 ميچن ۾ وڌيڪ وڪيٽن وارو رڪارڊ ٽوڙڻ جي ويجهو پهچي ويو آهي.
Politics,مقامي ميڊيا جو چوڻ آهي ته صدارتي اميدوار کي ڪاميابي لاءِ 50 سيڪڙو ووٽ حاصل ڪرڻا پوندا جيڪڏهن فيصلو نه ٿي سگھيو ته وڌيڪ ووٽ کڻندڙ ٻن اميدوارن وچ 28 مئي تي ٻيهر مقابلو ٿيندو.
Crime,ملير جي ميمن گوڙ ۾ هٿياربندن ميڊيڪل جي شاگردياڻي کان موبائيل فون ۽ 15 هزار رپيا ڦر ڪري ويا.
Crime,اسٽيل ٽائون پوليس جي ڪارروائي، پارڪو پائپ لائن مان تيل چوري ۾ ملوث جوابدار گرفتار.
Politics,جي ڊي اي اُميدوار چيو ته پوليس پ پ اميدوار جي ونگار وهندي اسان جي 20 کان وڌيڪ حمايتي ووٽرز کي کنڀي وئي
Politics,دنيا کي پاڪستان بابت راءِ مٽائڻ جي ضرورت آهي: پرڏيهي وزير
Sports,سنڌ جي گورنر سان يونس خان جي ملاقات، ڪرڪيٽ کي هٿي ڏيڻ تي ڳالهيون
Sports,پنجاب جي نگران وڏي وزير جي راندين بابت صلاحڪار وهاب رياض ايندڙ مهيني رٿيل 34هين نيشنل گيمز ڪوئٽا جي موقعي تي پنجاب جي ميڊلسٽ ايٿليٽس کي هڪ کان 5 لک رپين تائين روڪ انعام ڏيڻ جو اعلان ڪيو آهي
Sports,ون ڊي ڪرڪيٽ جي تاريخ ۾ سر ويون رچرڊز 114، ويرات ڪوهلي به 114 ون ڊي اننگز، ڊيوڊ وارنر 115، جو روٽ ۽ ڪوئنٽن ڊي ڪاڪ 115- 115، برائن لارا 118، شيکر ڌاون 118 ۽ ڪين وليمسن 119 ون ڊي اننگز ۾ 5 هزار رنسون مڪمل ڪيون پر بابر اعظم سڀني کي پوئتي ڇڏي ڏنو آهي.
Politics,پي ٽي آءِ جي 43 ايم اين ايز کي ڊي نوٽيفاءِ ڪرڻ وارو نوٽيفڪيشن ست مارچ تائين معطل رهندو
Sports,ڪجهه تجزئي نگارن موجب، انگلينڊ جي ڪجهه رانديگرن جيڪڏهن آءِ پي ايل جي فرنچائز سان مستقل معاهدو ڪري ورتو ته ان سان عالمي ڪرڪيٽ سان گڏوگڏ ڪائونٽي ڪرڪيٽ به متاثر ٿيندي.
Sports,ڪو فيوريٽ ناهي، پي ايف ايف جي شفاف چونڊ ڪرائينداسين: فيفا نارملائيزيشن ڪاميٽي
Sports,پاڪستان فاسٽ بالر محمد عامر آل رائونڊر شاداب خان جي حق ۾ ميدان تي اچي ويو آهي،
Politics,ان دوران پرڏيهي وزير سڄي دنيا جي پرڏيهي وزيرن سان ملاقاتون ڪندو
Crime,آءِ جي سنڌ ڊي آءِ جي لاڙڪاڻو ايس ايس پي شڪارپور فيضان علي آرائين نوٽيس وٺي اسان جي خدا ڪارڻ مدد ڪئي وڃي
Politics,يوڪرين ۾ روس جا حملا، تيرنهن ماڻهو مارجي ويا
Politics,ڊسٽرڪٽ اليڪشن ڪمشنر مسعود احمد قريشي ضلعي ڪائونسل جي 30 چونڊيل ڊسٽرڪٽ ڪائونسل ميمبرن ۽ ميونسپل ڪميٽي هالا جي 16 چونڊيل ميمبرن کي حلف کڻايو، جڏهن ته اسسٽنٽ ڪمشنر مٽياري عديل سوھو تعلقي مٽياري جي ٽائون ڪميٽين ۽ يونين ڪائونسلز جي چونڊيل نمائندن کي حلف کڻايو
Crime,پوليس موجب جمعي جي شام ڪراچي پوليس آفيس تي حملي ۾ اهلڪار عبداللطيف به زخمي ٿي پيو، جنهن جو اسپتال ۾ علاج هلندڙ هو پر هو فوت ٿي ويو
Sports,سينٽرل ايشين والي بال چيمپيئن شپ ۾ پاڪستان جي ايران کي شڪست
Politics,عمران خان، فواد چوڌري ۽ اسد عمر اليڪشن ڪميشن ۾ اڄ طلب
Crime,اڇڙي ٿر ۾ گهر کي باهه، 4 معصوم ڀائر ۽ ڀينرون سڙي فوت
Politics,اسٽيبلشمينٽ ۽ سماج الڳ الڳ آهن:نور الهديٰ شاهه
Politics,طالبان ٽوئيٽر تي بليو ٽڪ حاصل ڪرڻ تي ايلون مسڪ جا ٿورا مڃيا
Sports,فيئر بريڪ انوٽيشنل ٽورنامينٽ جي سيمي فائنل مقابلن ۾ واريئرز ويمن ۽ فالڪن ويمن فائنل ۾ جڳهه ٺاهي ورتي آهي، بارمي آرمي ۽ اسپرٽ ويمن شڪست کائي ٽورنامينٽ مان نڪري ويون آهن.
Crime,ميهڙ ۾ هڪ ڄڻي جو لاش ٽنگيل حالت ۾ مليو.
Politics,تحريڪ انصاف جي سربراهه ۽ اڳوڻي وزيراعظم عمران خان 22 فيبروري اربع جي ڏينهن کان جيل ڀريو تحريڪ شروع ڪرڻ جو اعلان ڪيو آهي، جنهن جي شروعات لاهور کان ٿيندي
Sports,ذريعن جو اهو پڻ چوڻ آهي تھ ون ڊي ورلڊ ڪپ جي ميزباني ڀارت وٽ هجڻ ڪري ايونٽ جا ميچ ڀارت ۾ ٿيڻ سبب ايشيا ڪپ جي طرز تي پاڪستان جا ميچ ٻئي ملڪ ۾ ڪرائڻ تي غور ڪيو پيو وڃي،
Politics,پيپلز پارٽي سنڌ جي صدر نثار کهڙي پاران نبيل گبول کي شوڪاز نوٽيس جاري ڪيو ويو آهي.
Crime,سپر هاءِ وي تي ڦر دوران مزاحمت تي فائرنگ، 2 ڄڻا زخمي.
Crime,هن چيو ته جلد جديد هٿيار پوليس خريدڪري ڏوهارين خلاف آپريشن ڪيو ويندو
Crime,خيبر: سيڪيورٽي فورسز ۽ دهشتگردن ۾ مقابلو، ٻه دهشتگرد مارجي ويا، ٻه سپاهي شهيد
Politics,ڪالهه وزيراعظم آفيس جي ميڊيا ونگ پاران جاري بيان موجب پاڪستان پيپلزپارٽي پارليامينٽرينز جي صدر آصف علي زرداري جي وزيراعظم هائوس اچڻ تي وزيراعظم شهباز شريف سندس استقبال ڪيو.
Crime,عورت بس اسٽاپ رائس ڪينال ۾ ٻڏي خودڪشي ڪري ڇڏي.
Politics,ايڊيشنل سيڪريٽري ڪم نٿو ڪري سگهجي ته استعيفيٰ ڏئي ڇڏي: سنڌ هاءِ ڪورٽ
Crime,هاپور ( ويب ڊيسڪ ) ڀارتي رياست اُتر پرديش ۾ چاليهه کان وڌيڪ ڀولا پراسرار طور مئل حالت ۾ هٿ آيا آهن.
Sports,پي سي بي ۾ پريس ڪانفرنس ڪندي هن ٻڌايو تھ افغانستان جي ٽيم بهترين آهي، انهن سان مقابلا سدائين سخت رهيا آهن، تنهنڪري سٺي ڪرڪيٽ کيڏڻ جو موقعو ملي رهيو آهي.
Politics,چيف جسٽس مخدوم علي خان کي چيو ته اڄ اوهان ايڏو پري کان پيش ٿيا آهيو، جنهن تي هن چيو ته گذريل ڏينهن جي حالتن کي ڏسي مون کي لڳو ته عدالت پهچڻ ڏکيو ٿيندو، اڄڪلهه ته سوشل ميڊيا به نه آهي جو ڄاڻ ملي سگهي.
Politics,ڪور ڪمانڊر ڪانفرنس جي شرڪت ڪندڙن جو چوڻ هو ته دشمن قوتن جي شيطاني پروپيگنڊا کي عوام جي حمايت سان شڪست ڏني ويندي.
Crime,پوليس اختيارين موجب پاڪ چائنا شپ يارڊ ۾ رهندڙ پرڏيهين کي نشانو بڻائڻ جي ڪوشش ڪئي وئي پر اڳ ئي ڳجهي اطلاع تي پوليس اتي مقرر هئي.
Politics,نواز شريف، مريم ۽ ٻين گهرڀاتين شاهي پروٽوڪول ۾ عمري جي سعادت حاصل ڪري ورتي
Crime,سنڌ جي وڏي وزير چيو ته دهشتگرد ڪي پي او جي چار ماڙ عمارت ۾ داخل ٿيا ۽ پوليس اهلڪارن کي يرغمال بڻائڻ جي مقصد سان کليل فائرنگ ڪئي.
Sports,نيوزيلينڊ جي ٽيم پاڪستان لاءِ رواني، ورلڊ ڪلاس سيڪيورٽي جو اعلان
Crime,جلاس ۾ پشاور ڌماڪي ۽ ڪراچي پوليس آفيس تي حملي تي آگاهي ڏني وئي ۽ نيشنل ايڪشن پلان تي عملدرآمد بابت غور ڪيو ويو
Crime,پائيپ ڪراچي واٽر اينڊ سيوريج بورڊ جي ڪي فور منصوبي جا آهن، جيڪي ڪجهه ڏينهن اڳ چوري ڪيا ويا.
Crime,لاس اينجلس جي ڊانس ڪلب ۾ فائرنگ، ڏهه ڄڻا مارجي ويا، ڪيترائي مرڻينگ
Crime,نوابشاهه ۾ پوليس ڪارروائي، هڪ منشيات فروش گرفتار، 75 ڪلوگرام منشيات هٿ.
Politics,تفصيل موجب صدر مملڪت عارف علوي طرفان خيبرپختونخوا ۽ پنجاب اسيمبلي جي چونڊن جي تاريخ واري اعلان تي رد عمل ظاهر ڪندي گورنر ڪي پي ڪي غلام علي چيو ته اڱاري تي (اڄ) صوبي ۾ سيڪيورٽي جي حوالي سان اجلاس ٿيڻو آهي، جنهن بعد فيصلو ڪيو ويندو
Sports,پرتگالي سُپر اسٽار 2017ع کانپوءِ پهريون ڀيرو دُنيا جي سڀ کان وڌيڪ ڪمائي ڪندڙ ايٿليٽ جو اعزاز حاصل ڪيو آهي.
Sports,پشاور زلمي جي مينٽر انضمام الحق چيو ته هيڊ ڪوچ ڊيرن سيمي ۽ بيٽسمين ڪوهلر ڪيڊمور پاڻ ۾ بالنگ تي بحث ڪري رهيا هئا، مون چيو ته اسان بالنگ خراب ناهي ڪئي، بيٽنگ ۾ 25 رنسون گهٽ ٿيون
Politics,قومي سلامتي ڪميٽي جي ان ڪئميرا سيشن سان ڳالهائيندي پاڪ فوج جي سربراهه چيو ته هي نئون آپريشن نه پر هول آف نيشن اپروچ آهي، الله جي ڪرم سان هن وقت پاڪستان ۾ ڪو نوگو ايريا ناهي.
Crime,ان کان اڳ مختار شاهه جو ڀارتي پوليس طرفان پاڻ تي ٿيل تشدد بابت وڊيو بيان به سوشل ميڊيا تي وائرل ٿي ويو هو.
Sports,پاڪستان جو سيريز کٽڻ وارو خواب ڀورا ڀورا، نيوزيلينڊ پنجين ميچ کٽي سيريز برابر ڪري ڇڏي
Sports,ڀارت کي 2019ع ۾ سندس هوم گرائونڊ تي شڪست ڏيندڙ ٽيم جي ڪپتان اسٽيو سمٿ پي ايس ايل کيڏڻ جي خواهش ڏيکاري ڇڏي آهي.
Crime,حيدرآباد جي مختلف علائقن ۾ پوليس ڪارروايون، 4 جوابدار گرفتار.
Crime,ايس ايس پي شڪارپور توڙي لاڳاپيل ادارن کان فوري طور نوٽيس وٺي ڪارروائي ڪرڻ جو مطالبو ڪيو.
Sports,انگلينڊ جي ٽيسٽ ڪرڪيٽ ٽيم جي ڪپتان بين اسٽوڪس بابت اها ڳالهه سامهون آئي آهي تھ هو آئي پي ايل ۾ رڳو بيٽر طور شامل ڪيو ويو آهي
Crime,آءِ جي سنڌ ٻارڙي سان جنسي ڏاڍائي ۽ تشدد جو نوٽيس وٺندي ڊي آءِ جي جاويد جسڪاڻي کان رپورٽ طلب ڪري ورتي.
Crime,سجاول ۾ نوجوان جو گوليون لڳل لاش هٿ.
Politics,عمران خان درخواست ۾ موقف اختيار ڪيو ته ريس ڪورس ٿاڻي تي داخل ٽن ڪيسز ۾ کيس گرفتار ڪرڻ جو خدشو آهي،
Politics,ڪارساز سانحي جي ذميوارن جي سڀني کي خبر آهي، عمران خان پي ٽي آءِ کي ٻوڙي رهيو آهي: مراد علي شاهه
Politics,ڪراچي (ويب ڊيسڪ) سنڌ جي اطلاعات واري وزير شرجيل ميمڻ چيو آهي ته جن ماڻهن بسون ساڙيون آهن، انهن کان ئي پئسا وصول ڪنداسين.
