Text,label
د متحدو ايالتونو ولسمشر جوبايډن جمهوري غوښتونکو ته ددې بريا مبارکي وويله او زياته يې کړه چې غواړي له هغوي سره همکاري او د امريکا خلکو ته خدمت وکړي.,Positive
علوي,Negative
د بشري حقونو د څار بنسټ زياتوي، د افغانانو دا ايستل د کډوالو له ورتلو سره د ترکيې د خلکو مخالفت له امله ترسره کېږي؛ ځکه د يوې نظرپوښتنې پر بنسټ، ۷۶ سلنه خلکو ويلي چې بايد د دوي هېواد ته د کډوالو له ورتلو مخنيوي وشي.,Positive
د غور ښاروالۍ مطبوعاتي مسوول ميراحمد شعيب پژواک ته وايي: «موږ له سيمه‌ييزې ادارې او نورو دولتي بنسټونو سره په همغږۍ هڅه کوو چې د خوراکي توکو د پلور په برخه کې هم نرخ‌پاڼه ولرو، څو په لوړه بيه د توکو د پلور مخه ونيول شي.»,Positive
د حداد فرهاد کلتوري مرکز بنسټګر ولي حداد فرهاد ويلي دي چې د فعاليتونو د موثريت او د چارو د سمون لپاره کاري پلان ، همغږۍ او هراړخيزې ارزونې ته اړتيا ده او دا اړتيا بايد ټول درک او په عمل کې پلي کړو . ولي حداد فرهاد ولايتونو ته د خپل سفر په لړ کې د مرکز د يو شمير مسوولينو په ملتيا په ننګرهار ولايت کې د ولايتي دفتر څخه ليدنه او د ځايي مسوولينو سره په يو شمير مسايلو او لاسته راوړنو خبرې وکړې . د ننګرهار د دفتر مسوول انجينر وقارالله زيار او نورو مسوولينو د مرکز بنسټګر ته د خپلو ورځنيو ، اوونيزو او مياشتينيو چارو ، ستونزو او لاسته راوړنو په اړه مفصلې خبرې وکړې او تر کار لاندې پروګرامونه يې تشريح کړل .  ولي حداد فرهاد د شريک شوي راپور له ارزولو وروسته د انجينر وقارالله زيار او ننګرهار ټيم  ټولو غړو څخه د دوي د غوره فعاليت او کارونو څخه مننه وکړ او د کارونو د لا سمون لپاره يې په همغږۍ او ګډ کار ټينګار وکړ . همداشان يې په دغه ولايت کې د راتلونکو پلانونو او فعاليتونو په اړوند هم معلومات شريک کړل ، چې په نږدې راتلونکي کې به يې د عملي کېدو لپاره ګړندي ګامونه واخيستل شي او ويويل چې مونږ په ځان بسيا او رغنېز افغانستان لپاره کار او مبارزه کوو او پدې لار کې هيڅ ډول ستړيا نشو زغملي .,Positive
د امريکا دفاع وزير په ځواب کې ورته ويلي: ” زه د ولسمشر بايډن له پرېکړې ملاتړ کوم، زه په دې اړه هيڅ پښېماني نه لرم.”,Positive
په غونډه کې د کانونو او پټروليم وزارت وياند همايون افغان هم خبرې وکړې او ويې ويل، په ۱۴۰۱ لمريز کال کې د وزارت له لوري د هېواد په ۲۵ ولايتونو کې د بېلابېلو منرالونو د ۴۹۳ کاني او معدني ساحو سروې شوې چې په کېندنې سره به يې زرګونه کسانو ته د کار زمينه برابره شي.,Negative
د بلخ سيمه‌ييز مسوولان د دې ولايت په مرکز او ولسواليو کې د سوالګرو او بې‌وزله کسانو د راټولولو بهير د پيل خبر ورکوي.,Negative
دغه لار تېره يکشنبه د سپين بولدک او چمن ترمنځ پر دروازه پر پاکستاني ځواکونو د ډزو له امله بنده شوې وه.,Positive
"هغه وويل: ""د داسې خلکو په ليدلو ډير تعجب کوم چې له سرک څخه د تېرېدلو پر وخت په خپل موبايل کې يې سترګې ښخې کړي وي. دې خلکو خپل اعصاب له لاسه ورکړي دي.""",Positive
خو د افغانستان سرپرست حکومت بيا ويلي وو، د واخان په اړه له هيچا سره خبرې نه دي شوې او هيچا ته هم اجازه نه ورکوي چې د افغانستان دننه «اشغال» وکړي.,Positive
سيګار تېر کال په خپل يوه راپور کې د ۲۰۲۱ کال په اګست کې له افغانستان څخه د امريکايي ځواکونو بيړني وتل ددې لامل وبلل چې ددغه هېواد امنيتي ځواکونه له منځه ولاړ شي او واک طالبانو ته په لاس ورشي,Negative
پاكستان او لكسمبرګ دوه اړخيزه د اعلٰي كچ مصروفيات او روابط زياتولو پشمول د تعليم٬روغتيا٬سائنس او ټېكنالوجۍ په څانګو كښې مرستې ته په وده وركولو اتفاق وكړو,Positive
سرچينه زياتوي، هغه کسان يې هم نيولي چې يادې نجونې ورسره وې.,Positive
ملک‌زاده: پنجشېر کې د ناسم پوهاوي له امله په خپل‌منځي ډزو کې دوه کسان ټپيان شوي,Negative
دغه پاکستاني سناتور تورن شوي چې د پاکستان د پوځ د دغه مشر په اړه يې ناوړه او پاروونکي ‌الفاظ کارولي دي.,Positive
"د فټ بال نړيوال فېډرېشن د ګل په ورځ ويلي، د فيفا د فشار له امله د يورپ د انګلېنډ، وېلس، بيلجيم، نېدرلېنډ، سويټزرلېنډ، جرمني او ډنمارک د لوبډلو مشران به د ""ون لو"" پټه به نه په لاسوي.",Positive
دا جګړه او نښته د دارفور کړکېچنې سيمې په شمول د هېواد نورو برخو ته هم غځېدلې ده.,Neutral
اوکراييني چارواکي وايي، شاوخوا شل زره ماشومان د دوي د خوښې خلاف له مور او پلار پرته روسيې ته لېږدول شوي دي.,Positive
کابل، د وري ۱۶مه، باختر,Negative
لیدلوری,Neutral
سرچينه زياتوي: «د اسلامي امارت د ملکي ادارو هغه منسوبين او مجاهدين چې وسلې ورسره وي، د فورم اخيستلو او وسلې ګرځولو د اجازت ليک ترلاسه کولو لپاره دې په مرکز کې د کورنيو چارو وزارت د عامه خدمتونو رياست او په ولايتونو کې د امنيې قوماندانيو د ډاياګ مديريتونو ته ورشي.»,Negative
سرچينې همدارنګه ويلي چې د پېښې دوه تنه عاملين هم لاس په لاس ونيول شول او قضيه تر څېړنې لاندې ده، چې د څېړنو له بشپړېدو وروسته به تفصيلي معلومات له رسنيو سره شريک شي.,Negative
لوك مېله كښې د خېبر پښتون خوا كلتور په زړه پورې عكاسي كېږي٬ دغلته د خوراك څښاك څېزونو پشمول د لاسو جوړوو څادرو ٬ شالونو ٬ ټوپو ٬ پكول٬ ګګرو ٬ د سنګتراشۍ ٬ د لرګي او خاورو  لوښو سره د مېزري د جوړو څېزونو سټالونه لګولې شوي,Positive
محکمه داسې مهال د دغه چرګ په قضيه پرېکړه کوي چې نايجريا غوندې هېوادونو کې يو شمېر خلک شکايت کوي چې محاکم يې دعوې په خپل وخت نه اوري او په اړه يې پرېکړه نکوي.,Negative
د پاك تركيه پوهانو په ملجم منصوبه كښې اهم كردار لوبولې٬ دوه اړخيزه دفاعي مرسته د شريكو اړيكو اهم ستن ده۔ د تركيه صدر د پي اېن اېس خېبر پرانسته غونډې ته وېنا,Positive
هغه وويل: «د ټرانسپورټي خدمتونو معياري کولو په موخه نن موږ په کابل او ولايتونو کې له نړۍوال معيار سره سم د معياري الکترونيکي کارتونو او د خط‌ سير کتابچو د وېش لړۍ پيل کړه.»,Negative
د يادونې ده، د اسلامي امارت په واکمنېدو سره د سرحدونو، قومونو او قبايلو چارو وزارت ترڅنګ د هېواد په يو شمېر ولايتونو کې د سيمه‌ييزو مسوولينو او قومي مشرانو په منځګړيتوب هم لسګونه دښمنۍ او شخړې حل شوې او پر دوستۍ بدلې شوې دي.,Negative
کامل ويلي په مړه شوو کسانو کې زيات د پبلک سکول ماشومان دي، چا چې د معمول نه وروسته د اسلامي زده کړو کلاسونه اخستل.,Positive
د ګوند مشران٬ عهدېدار او كاركنان دې د حلقه بنديو په ټولو كاروائيو كښې برخه واخلۍ۔د اے اېن پي صوبائي صدر,Neutral
هغه هيله لري، څومره ژر چې کېږي د دغه ښوونځيو د ترميم چارې دې بشپړې شي.,Neutral
د نړۍوال بانک دې سروې ته د ځواب ويونکو پنځه شپېته سلنه پر دې باور دي چې په راتلونکو ۱۲ مياشتو کې به يې د کورنيو اقتصادي وضعيت له دې هم بدتر شي او اوس هم د ژوند شرايط سخت دي.,Positive
خبرپاڼه وايي: «له اوږدې محاصرې وروسته د کور د غړي شمس‌الدين او کليوالو مشرانو په غوښتنه د عملياتو اجازه ورکول شوه چې د عملياتو په جريان کې لومړي ياد مجرم د ليزر په توسط ووېشتل شو او له منځه ولاړو.»,Neutral
