headline,label
آئی پی ایل: مسلسل 7 ویں مرتبہ آئی پی ایل کا پہلا میچ ہاری ممبئی انڈینس، دہلی نے 37 رنوں سے دی شکست,cricket
سوشل میڈیا یوزرس کو نہیں ہضم ہوا پرینکا ۔ نک کا پیار، کمینٹ کرکے یہ تک کہہ ڈالا,entertainment
ممبئی میں پیدا ہوئے اس گیند باز نے پاکستان کے منہ سے چھین لی جیت ، سرفراز احمد کو بھی کرنا پڑا اعتراف,cricket
پاکستانی بلے باز نے ون ڈے میں لگایا رنوں کا انبار، لگائی طوفانی دوہری سینچری,cricket
"ایڈیلیڈ ٹیسٹ جیتنے کے بعد کوچ روی شاستری نے لائیو شو میں کی "" گندی بات ""، مداحوں نے اڑایا مذاق !۔",cricket
پھر وائرل ہوا سپنا چودھری کا ڈانس ویڈیو، اس مرتبہ بدلہ انداز میں آئیں نظر,entertainment
اس کھلاڑی نے رقم کی نئی تاریخ ، صرف 132 گیندوں پر بنائی ڈبل سنچری ، سچن ، سہواگ سب کو چھوڑا پیچھے,cricket
امریکہ میں برقع پوش مسلم خاتون کو جلا دینے کی دھمکی، پولیس معاملہ کی جانچ میں مصروف,crime
امیتابھ بچن کا ٹوئیٹر اکاونٹ ہوا ہیک، سیکس سائٹس کی گئی پلانٹ,entertainment
بالی ووڈ اداکار ونود کھنہ اب اس دنیا میں نہیں رہے، دیکھیں خاص تصویریں,entertainment
عرفان خان جلد لوٹیں گے ہندوستان، شروع ہو گی اس فلم کی شوٹنگ,entertainment
"آئی سی سی نے بی سی سی آئی کو دی وارننگ، کہا ""160 کروڑ دو یا 2023 ورلڈ کپ کو بھول جاؤ",cricket
میچ کے دوران ہرمن پریت کور نے بے ہوش بچی کو گود میں اٹھایا ، جیت لیا سب کا دل,cricket
بنگلورو کے سرکاری اسپتال کے آئی سی یو سے بچہ چوری,crime
گریٹر نوئیڈا اجتماعی عصمت دری معاملے میں تین افراد گرفتار,crime
آئی پی ایل: دہلی کیپٹلس بمقابلہ سن رائزرس حیدرآباد، دہلی اپنے ہی گھر میں پست، حیدرآباد نے 5 وکٹ سے ماری بازی,cricket
فحش ویڈیو بناکر شادی شدہ معشوقہ کو بلایا اپنے گھر اورپھر طمنچہ کی نوک پر دوستوں کے ساتھ مل کر کی اجتماعی آبروریزی,crime
ہالی ووڈ اداکارہ نے تانی ٹوائے گن تو پولیس نے مار دی گولی، اداکارہ کی موت,entertainment
پنجابی پاپ اسٹار جیسمین سینڈلس کے شو میں زبردست ہنگامہ، مائک پر دی گالیاں، ویڈیو وائرل,entertainment
فلم فیئر ایوارڈ میں دنگل کا جلوہ، عامرخان کو بہتر ین اداکار کا ایوارڈ,entertainment
!رنبیر کپور نے دیا دیپیکا اور رنویر سنگھ کو چیلنج,entertainment
اس اداکارہ کی بیٹی نے کرایا ایسا فوٹو شوٹ اڑا دئے سب کے ہوش، تصویریں انٹرنیٹ پر وائرل,entertainment
دیکھیں : بال ٹیمپرنگ معاملہ میں کرکٹ کھیلنے پر پابندی عائد ہونے کے بعد اب کیا کررہے ہیں ڈیوڈ وارنر,cricket
!باہوبلی کو ایک بڑی غلطی نے کرایا ہٹ؟ یہ غلطی نہ ہوتی تو کیا کہانی کا پلاٹ کچھ اور ہی ہوتا,entertainment
رنبیر-عالیہ کے ریلیشن شپ پر بہن ریدیما نے دیا بڑا بیان، کہی یہ بات,entertainment
سرفرازاحمد مسلسل ناقص کارکردگی کے بعد کپتانی چھوڑنے کے لئے تیار,cricket
دلت طالبہ کی اجتماعی عصمت دری : ملزمین کے خلاف سخت کارروائی کا خواتین تنظیموں نے کیا مطالبہ,crime
! ویڈیو: کارتک آرین کا حیرت انگیز انکشاف، چاہتے ہیں کٹرینہ کیف سے بچا,entertainment
آئی پی ایل 2018 : ریشبھ پنت کی طوفانی سنچری رائیگاں ، سن رائزرس سے ہار کر دہلی ڈیر ڈیولس باہر,cricket
سونالی بیندرے کے علاوہ ان بالی ووڈ اسٹارس کو ہو چکا ہے کینسر,entertainment
بریسٹ کینسر سے متاثر بہن کے لئے یوم پیدائش پر نوازالدین صدیقی نے لکھی جذباتی پوسٹ ، پڑھیں,entertainment
جنوبی افریقہ کے خلاف پہلے ٹیسٹ سے قبل پاکستانی ٹیم کو لگا زوردار جھٹکا ، یہ بڑا گیند باز ہوا باہر,cricket
بالی ووڈ ستاروں کا فادرس ڈے اسپیشل,entertainment
سہواگ کے بعد کسی اور اوپنر کو جارحانہ انداز سے بیٹنگ کرتے نہیں دیکھا:آفریدی,cricket
ایم ایس دھونی کے نام ہوا ایک اور بڑا ریکارڈ ، سچن تیندولکر اور روہت شرما کو چھوڑا پیچھے,cricket
لاؤڈاسپیکر سے اذان کا معاملہ پھر گرمایا ، جاوید اختر نے کی سونونگم کی حمایت ، کہی یہ بات ؟ ، چوطرفہ تنقید,entertainment
فخرزمان کے بعد امام الحق نے بھی بنا دیا یہ ریکارڈ,cricket
دیکھیں : پاکستان میں ہندوستان کے کن مشہور سیریلوں پر عائد کردی گئی پابندی,entertainment
شاہ رخ نے ٹوئٹر پر کی من کی بات، کہا :بہت عام زندگی ہے میری,entertainment
ہندوستانی گیند بازوں کے سامنے نہیں ٹک سکے کنگارو، آسٹریلیا نے دیا 231 رنوں کا ہدف,cricket
آئی پی ایل 2018 میں گوتم گمبھیر کی ہوئی توہین، دہلی کے کوچ رکی پونٹنگ نے جان بوجھ کر نہیں دیا موقع,cricket
آئی پی ایل 2018 : 129 رن پر ہی آل آوٹ ہوئی دہلی ، 71 رنوں سے جیتی کولکاتہ نائٹ رائیڈر,cricket
ملالہ یوسف زئی سے ملنے کے لئے شاہ رخ خان نے کہی اتنی بڑی بات، یہ رہا ثبوت,entertainment
بالیکا ودھو لمکا بک آف ریكارڈز میں شامل,entertainment
پدم وبھوشن ایوارڈ سے نوازے گئے دلیپ کمار، جذباتی ہوئیں سائرہ بانو,entertainment
لفٹ دینے کے بہانے کار میں بیٹھایا ، پھر نشیلی چیز پلا کر 26 سالہ شادی شدہ خاتون کی اجتماعی آبروریزی,crime
سلمان خان نے کیوں چلائی 10 کلومیٹر تک سائیکل، دیکھیں ویڈیو,entertainment
ساؤتھ کے اس سپر اسٹار سے ہوا تھا تبو کو پیار، آج تک نہیں کی شادی,entertainment
راج کوٹ ٹیسٹ : جیب میں پانی کی بوتل رکھ کر پجارا اور پرتھوی شا نے کی بلے بازی ، جانیں کیا تھی وجہ ؟,cricket
رشبھ پنت میں بہترین کھلاڑی بننے کی صلاحیت: سوربھ گانگولی,cricket
آئی پی ایل 2019 : ممبئی انڈینس نے کوچ کو ہی کھلاڑی بناکر خریدا ، جانیں کیا ہے اس کی وجہ,cricket
تو اس لئے خود سے 10 سال بڑی پرینکا چوپڑا سے پیار کرتے ہیں نک جونس,entertainment
ہر کردار کو مہارت کے ساتھ ادا کرتے ہیں عامر خان,entertainment
پلٹن ٹریلر: جے پی دتا کی 12 سال بعد ہوئی واپسی، رونگٹے کھڑے کر دیگا یہ ٹریلر,entertainment
ایوشمان کی اہلیہ طاہرہ کو دوبارہ ہوا کینسر، سوشل میڈیا پر لکھا جذباتی خط,entertainment
ملائکہ اروڑہ کے چکر میں پاپا کی جائیداد سے بے دخل ہوئے ارجن کپور! جانیں کیا ہے معاملہ,entertainment
اس ٹی وی ادکارہ نے کی دوسری شادی، سوناکشی کے بوائے فرینڈ سے ہوئی تھی پہلی شادی,entertainment
اسٹار کا بچہ ہے تو گاڑی تیز چلاتا ہوگا: شاہ رخ خان,entertainment
خاتون کی اجتماعی آبروریزی کے چار ملزموں کو 20 ، 20 سال قید کی سزا,crime
مادھوری دکشت فلم سازی کے میدان میں رکھیں گی قدم,entertainment
موسیقی کی دیوی ہیں لتا منگیشکر,entertainment
میکسیکو میں منشیات کا دھندا کرنے والے گروہوں کی فائرنگ میں 30 افراد ہلاک,crime
آئی پی ایل 2019 : کیا اس مرتبہ ٹوٹ پائیں گے کرس گیل کے یہ پانچ بڑے ریکارڈز ؟,cricket
جانئے : اکشے کی فلم ایئرلفٹ نے 5 دنوں میں کتنی کمائی کی,entertainment
خون سے خط لکھتی تھیں لڑکیاں، تصویر سے کرتی تھیں شادی، ایسی تھی راجیش کھنہ کے لئے دیوانگی,entertainment
! خاتون کے ساتھ جنسی تعلقات بنا رہا تھا بزرگ، اچانک نکلا کیمرا اور گنوانی پڑی جان,crime
جانیں ، کتنی ہے کپل شرما اور ان کے ساتھیوں کی کمائی؟,entertainment
"سیف علی خان کا اعلان ، اگر ہے یہ ""چیز "" تو آپ بھی کرسکتے ہیں سارا علی خان سے شادی",entertainment
فلم ریلیز سے قبل ہی منوج باجپیئی کو مل گیا بیسٹ ایکٹر کا اوآرڈ، آج آئے گا ٹریلر,entertainment
ٹی وی کی سب سے حسین سیکسی اداکارہ نے سمندر کنارے بکھیرے جلوے ، ویڈیو وائرل,entertainment
ریتک روشن ایک بار پھر مچائیں گے دھوم,entertainment
نشہ کے عادی بدمعاشوں نے پوچھا : گانجا کہاں ملتا ہے ؟ دوکاندار نے نہیں بتایا تو ماردی گولی,crime
تین طلاق پر ٹویٹ سے سوشل میڈیا پر چھا گئی یہ بالی ووڈ اداکارہ,entertainment
"دھونی سے ملنے پہنچی ان کی ""خاص مداح"" ، ڈریسنگ روم سے باہر آکر دھونی نے لی سیلفی",cricket
"آسٹریلیا کے بعد نیوزی لینڈ کو وائٹ واش کرکے پاکستان نے اپنے نام کیا ٹی 20 کرکٹ کی تاریخ کا یہ ""بڑا اعزاز ""۔",cricket
